ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4296	"ENSG00000151498.11_1"	"ACAD8"	chr11	+	134129501	134131073	134129501	134129639	134130937	134131073	4296	86,282,0,0,0,0,0,635,25,266,353,2,0	0,0,0,0,0,0,0,0,26,0,0,0,0	62,1,0,0,0,100,136,0,0,0	0,0,0,0,0,0,0,37,0,0	1448	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,1.0,0.091,1.0,1.0,1.0,NA	1.0,1.0,NA,NA,NA,1.0,1.0,0.0,NA,NA	0.07
4300	"ENSG00000267796.7_2"	"LIN37"	chr19	+	36243987	36245058	36243987	36244154	36244917	36245058	4300	0,0,0,0,0,0,0,0,0,0,0,248,0	0,0,0,0,0,0,0,0,0,0,0,0,0	4,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,97,0,0,0	913	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
4303	"ENSG00000063660.8_2"	"GPC1"	chr2	+	241402763	241404163	241402763	241402929	241404032	241404163	4303	5,0,0,34,0,0,0,0,0,1,775,0,0	0,79,0,0,0,0,0,1,0,0,0,0,0	460,28,0,0,0,98,410,147,0,0	0,0,0,0,0,4,0,0,0,0	1253	150	1	1.0	1.0,0.0,NA,1.0,NA,NA,NA,0.0,NA,1.0,1.0,NA,NA	1.0,1.0,NA,NA,NA,0.746,1.0,1.0,NA,NA	-0.283
4305	"ENSG00000112739.16_1"	"PRPF4B"	chr6	+	4056554	4057421	4056554	4056669	4057269	4057421	4305	173,54,0,0,0,28,26,0,0,0,338,0,0	0,0,0,0,0,0,0,0,0,0,0,0,103	0,0,0,0,0,0,43,18,0,235	0,0,0,0,0,0,2,0,0,0	750	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA,0.0	NA,NA,NA,NA,NA,NA,0.811,1.0,NA,1.0	-0.104
4308	"ENSG00000112739.16_1"	"PRPF4B"	chr6	+	4061888	4062533	4061888	4061934	4062446	4062533	4308	16,22,232,0,0,0,0,0,0,54,0,68,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,131,0,2,90,2	0,1,0,0,0,0,0,0,0,0	662	150	1	1.0	1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	NA,0.185,NA,NA,NA,1.0,NA,1.0,1.0,1.0	0.163
4314	"ENSG00000103723.12_2"	"AP3B2"	chr15	-	83357487	83357984	83357487	83357583	83357909	83357984	4314	0,0,0,0,0,0,0,0,19,0,0,0,0	29,1,0,0,0,0,0,0,0,5,0,274,0	297,0,0,0,0,0,0,0,112,0	0,0,0,0,0,0,0,0,0,0	476	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,1.0,0.0,NA,0.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.8
4318	"ENSG00000108107.13_2"	"RPL28"	chr19	+	55897937	55899416	55897937	55898061	55899297	55899416	4318	0,0,0,0,0,0,1,0,0,0,0,131,0	1,474,1,102,22,0,1,826,92,0,3,338,1318	2,1,0,0,0,0,0,18,0,0	645,347,0,0,5,8,510,66,283,125	1386	150	1	1.0	0.0,0.0,0.0,0.0,0.0,NA,0.098,0.0,0.0,NA,0.0,0.04,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.029,0.0,0.0	0.009
4320	"ENSG00000162852.13_2"	"CNST"	chr1	+	246797225	246797889	246797225	246797312	246797774	246797889	4320	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,256	0,0,0,0,0,0,132,0,0,0	612	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0	-0.5
4326	"ENSG00000111077.17_1"	"TNS2"	chr12	+	53452099	53452421	53452099	53452229	53452355	53452421	4326	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,786	0,0,0,0,0,0,0,0,0,4	0,0,0,0,0,0,104,0,0,3	276	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.42	-0.21
4328	"ENSG00000111077.17_1"	"TNS2"	chr12	+	53454458	53455048	53454458	53454543	53454632	53455048	4328	0,0,0,0,151,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,6,0,0,0,0	0,0,0,419,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,1	239	150	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,1.0,NA,1.0,NA,NA,NA,0.0	-0.167
4330	"ENSG00000111077.17_1"	"TNS2"	chr12	+	53456403	53457041	53456403	53456481	53456872	53457041	4330	0,0,0,0,0,0,0,0,0,0,0,7,0	0,0,0,0,0,0,0,0,0,0,353,0,0	0,0,0,0,5,0,0,72,0,0	0,0,0,0,0,0,0,0,257,0	541	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,NA,NA,NA,1.0,NA,NA,1.0,0.0,NA	-0.167
4331	"ENSG00000145029.12_2"	"NICN1"	chr3	-	49462381	49462871	49462381	49462486	49462799	49462871	4331	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,73,0,0,0	1,0,0,0,8,5,190,0,0,0	463	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	0.0,NA,NA,NA,0.0,0.0,0.111,NA,NA,NA	0.972
4332	"ENSG00000145029.12_2"	"NICN1"	chr3	-	49462381	49462871	49462381	49462579	49462799	49462871	4332	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,73,0,0,0	0,0,0,0,0,21,0,0,0,0	370	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.5
4334	"ENSG00000160326.13_2"	"SLC2A6"	chr9	-	136343375	136344218	136343375	136343538	136344089	136344218	4334	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,7,0,0,26,0,0,0,0	0,0,0,0,0,0,0,0,29,0	0,0,0,0,0,0,0,0,0,0	701	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-1.0
4343	"ENSG00000197530.12_2"	"MIB2"	chr1	+	1563652	1564102	1563652	1563779	1563868	1564102	4343	0,44,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,25,0,0,98,0	239	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.0,NA,NA,0.0,NA	1.0
4351	"ENSG00000147813.15_1"	"NAPRT"	chr8	-	144658247	144658742	144658247	144658332	144658601	144658742	4351	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,1	419	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0	0.5
4356	"ENSG00000049246.14_1"	"PER3"	chr1	+	7889896	7890221	7889896	7890011	7890065	7890221	4356	0,0,210,0,0,36,0,0,0,0,3,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,31,0,173,0	0,0,0,0,0,0,2,0,0,0	204	150	1	1.0	NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.919,NA,1.0,NA	0.04
4358	"ENSG00000120008.15_1"	"WDR11"	chr10	+	122648589	122649521	122648589	122648696	122649406	122649521	4358	2,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,470,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,38,0,0,0,0	860	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
4364	"ENSG00000204628.11_2"	"RACK1"	chr5	-	180663928	180664719	180663928	180664042	180664608	180664719	4364	0,0,0,318,0,23,1,0,0,0,0,0,0	0,46,0,0,0,38,0,0,6,122,0,141,16	307,0,0,0,0,62,0,0,0,88	0,101,0,0,0,26,2,11,2,0	716	150	1	1.0	NA,0.0,NA,1.0,NA,0.113,1.0,NA,0.0,0.0,NA,0.0,0.0	1.0,0.0,NA,NA,NA,0.333,0.0,0.0,0.0,1.0	-0.069
4368	"ENSG00000204628.11_2"	"RACK1"	chr5	-	180668491	180669345	180668491	180668639	180669173	180669345	4368	20,81,0,0,195,0,0,0,0,171,0,0,0	0,167,0,0,8,82,0,249,65,0,91,110,0	0,0,0,0,0,0,0,16,0,0	2,107,0,321,4,75,207,0,5,0	684	150	1	1.0	1.0,0.096,NA,NA,0.842,0.0,NA,0.0,0.0,1.0,0.0,0.0,NA	0.0,0.0,NA,0.0,0.0,0.0,0.0,1.0,0.0,NA	0.201
4375	"ENSG00000121716.19_2"	"PILRB"	chr7	+	99950186	99950746	99950186	99950537	99950619	99950746	4375	0,1,0,0,0,0,0,0,34,0,0,115,0	0,55,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,213,0	0,0,0,0,0,0,0,0,0,0	232	150	1	1.0	NA,0.012,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.329
4376	"ENSG00000121716.19_2"	"PILRB"	chr7	+	99950995	99951635	99950995	99951106	99951517	99951635	4376	5,0,91,2,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,14,83,49,0,208,23	0,0,0,0,0,39,0,0,0,0	561	150	1	1.0	1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0	NA,NA,NA,NA,1.0,0.363,1.0,NA,1.0,1.0	0.127
4377	"ENSG00000026025.14_2"	"VIM"	chr10	+	17277167	17278378	17277167	17277388	17277844	17278378	4377	0,4,0,129,0,0,0,0,0,0,0,131,0	67,261,0,0,0,228,0,0,54,0,658,4,0	0,0,0,0,0,0,0,0,0,0	2,0,0,298,0,30,427,138,3,2	606	150	1	1.0	0.0,0.004,NA,1.0,NA,0.0,NA,NA,0.0,NA,0.0,0.89,NA	0.0,NA,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0	0.271
4378	"ENSG00000026025.14_2"	"VIM"	chr10	+	17277844	17278378	17277844	17277888	17278292	17278378	4378	0,0,591,0,0,85,0,0,0,0,1,8,0	67,208,0,0,0,256,0,0,86,0,863,4,0	128,0,0,0,0,0,0,0,0,0	2,0,0,298,0,15,423,138,3,3	554	150	1	1.0	0.0,0.0,1.0,NA,NA,0.082,NA,NA,0.0,NA,0.0,0.351,NA	0.945,NA,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0	0.07
4388	"ENSG00000178761.14_1"	"FAM219B"	chr15	-	75192332	75195127	75192332	75194404	75194944	75195127	4388	2,76,0,0,0,690,0,7,18,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,13,0,7,0,117,0	0,0,0,0,0,0,179,0,54,71	690	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,1.0,NA,0.008,NA,0.32,0.0	0.534
4389	"ENSG00000178761.14_1"	"FAM219B"	chr15	-	75197004	75197572	75197004	75197053	75197494	75197572	4389	33,4,0,0,0,0,0,0,0,0,0,0,0	88,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,22,75,0,0,0,0	591	150	1	1.0	0.087,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA	0.543
4390	"ENSG00000178761.14_1"	"FAM219B"	chr15	-	75197004	75198706	75197004	75197572	75198618	75198706	4390	12,56,0,0,0,0,0,0,0,0,6,0,0	92,68,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,52,0,0,298,0	0,0,0,0,22,0,0,0,0,0	1196	150	1	1.0	0.016,0.094,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,0.0,1.0,NA,NA,1.0,NA	-0.297
4398	"ENSG00000104973.15_2"	"MED25"	chr19	+	50335192	50335414	50335192	50335278	50335356	50335414	4398	1,0,0,0,0,0,0,0,0,0,0,0,0	124,48,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,49,0,3,0,0	228	150	1	1.0	0.005,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	0.002
4402	"ENSG00000136002.17_2"	"ARHGEF4"	chr2	+	131798802	131799517	131798802	131799035	131799387	131799517	4402	0,0,0,0,0,112,0,0,8,0,0,122,0	0,153,0,0,133,172,0,0,17,147,232,0,0	0,0,0,296,0,31,0,0,269,0	0,0,0,0,0,0,0,0,0,0	502	150	1	1.0	NA,0.0,NA,NA,0.0,0.163,NA,NA,0.123,0.0,0.0,1.0,NA	NA,NA,NA,1.0,NA,1.0,NA,NA,1.0,NA	-0.816
4403	"ENSG00000165280.15_1"	"VCP"	chr9	-	35060309	35060920	35060309	35060522	35060797	35060920	4403	0,0,0,0,0,0,0,0,0,0,0,0,0	0,144,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,0,7,0,0,0	0,0,0,0,0,101,0,0,0,0	425	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	-0.5
4404	"ENSG00000165280.15_1"	"VCP"	chr9	-	35061999	35062347	35061999	35062135	35062213	35062347	4404	0,0,0,0,0,0,0,0,0,0,0,0,0	0,83,0,237,0,0,0,0,0,0,6,73,0	0,0,0,0,0,0,0,30,0,0	0,0,0,0,0,46,115,0,9,0	228	150	1	1.0	NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,NA	-0.25
4406	"ENSG00000161526.14_2"	"SAP30BP"	chr17	+	73701690	73702172	73701690	73701773	73702087	73702172	4406	0,138,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,154,0,0,0,0,0,0,0	0,0,0,0,9,0,12,0,0,0	0,0,0,0,0,0,0,0,0,0	464	150	1	1.0	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA	-0.333
4407	"ENSG00000115234.10_1"	"SNX17"	chr2	+	27596951	27597300	27596951	27597042	27597212	27597300	4407	0,0,0,0,0,34,0,0,0,0,0,0,0	0,0,0,6,0,0,0,410,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,6,0,179	320	150	1	1.0	NA,NA,NA,0.0,NA,1.0,NA,0.0,NA,NA,NA,NA,0.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0	0.25
4408	"ENSG00000115234.10_1"	"SNX17"	chr2	+	27597555	27598020	27597555	27597625	27597927	27598020	4408	0,0,0,0,0,0,0,0,0,0,0,0,0	0,106,0,0,0,1,0,192,0,0,1,2,0	0,0,0,0,0,82,0,0,0,0	0,217,0,0,0,89,0,0,0,200	452	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,0.0,0.0,NA	NA,0.0,NA,NA,NA,0.234,NA,NA,NA,0.0	-0.078
4410	"ENSG00000167733.13_2"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5684999	5685130	4410	0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0,66,0,0	0,221,0,0,0,96,0,0,0,0	1,0,0,0,0,11,0,0,0,0	233	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	0.0,1.0,NA,NA,NA,0.849,NA,NA,NA,NA	-0.116
4412	"ENSG00000119688.20_2"	"ABCD4"	chr14	-	74759450	74759951	74759450	74759572	74759856	74759951	4412	0,50,0,0,0,0,0,0,0,210,5,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,140,0,0,0,5,0,14,0,0	0,0,0,0,0,0,0,0,0,28	434	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,0.0	0.25
4414	"ENSG00000119688.20_2"	"ABCD4"	chr14	-	74763035	74764772	74763035	74763152	74764632	74764772	4414	9,2,0,513,0,0,0,0,14,0,635,0,6	0,0,0,0,0,0,0,0,0,14,0,0,0	0,0,0,0,0,58,238,0,41,0	0,0,0,0,0,0,0,1,0,0	1630	150	1	1.0	1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,0.0,1.0,NA,1.0	NA,NA,NA,NA,NA,1.0,1.0,0.0,1.0,NA	0.107
4415	"ENSG00000126012.11_2"	"KDM5C"	chrX	-	53227671	53228070	53227671	53227819	53227945	53228070	4415	0,0,0,0,0,96,0,0,0,0,9,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,5,0,0,0	0,261,0,0,0,0,0,0,0,0	276	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA	0.5
4416	"ENSG00000177628.15_2"	"GBA"	chr1	-	155204985	155205635	155204985	155205102	155205471	155205635	4416	0,108,0,0,0,0,0,0,0,0,13,0,0	0,0,0,0,217,17,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,99	0,0,0,0,0,1,0,0,0,0	519	150	1	1.0	NA,1.0,NA,NA,0.0,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	0.0
4423	"ENSG00000166946.13_2"	"CCNDBP1"	chr15	+	43478017	43478431	43478017	43478077	43478351	43478431	4423	0,1,0,0,0,0,0,0,0,0,0,0,0	9,5,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,9,0,0,0,0	0,0,0,0,0,2,0,0,0,0	424	150	1	1.0	0.0,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA	-0.581
4432	"ENSG00000174996.11_2"	"KLC2"	chr11	+	66033903	66035330	66033903	66033961	66034343	66035330	4432	0,0,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	532	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
4441	"ENSG00000130713.15_2"	"EXOSC2"	chr9	+	133572968	133573638	133572968	133573014	133573548	133573638	4441	0,14,0,0,0,0,0,0,0,0,0,183,0	0,10,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,30,0,0,107,0	0,0,0,0,0,0,0,0,0,0	684	150	1	1.0	NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.383
4449	"ENSG00000137841.11_2"	"PLCB2"	chr15	-	40582777	40583038	40582777	40582873	40582961	40583038	4449	0,0,0,0,0,0,0,0,0,0,185,0,0	0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,42,0,0,0,0	238	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
4462	"ENSG00000141504.11_1"	"SAT2"	chr17	-	7530460	7530732	7530460	7530544	7530680	7530732	4462	8,33,0,0,0,0,0,0,0,1,0,0,0	0,0,2,0,1,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,41,0,0,0,0	286	150	1	1.0	1.0,1.0,0.0,NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA	0.1
4463	"ENSG00000141504.11_1"	"SAT2"	chr17	-	7530680	7531120	7530680	7530732	7530870	7531120	4463	0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,41,0,0,0,0	288	150	1	1.0	NA,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
4466	"ENSG00000111640.14_1"	"GAPDH"	chr12	+	6645849	6646176	6645849	6645956	6646085	6646176	4466	0,15,0,95,0,0,0,221,34,0,126,0,0	107,952,3,0,1,5,16,5,45,0,541,147,0	0,0,0,0,0,32,61,0,0,0	2,2,0,0,2,60,348,122,50,2	279	150	1	1.0	0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.96,0.289,NA,0.111,0.0,NA	0.0,0.0,NA,NA,0.0,0.223,0.086,0.0,0.0,0.0	0.177
4470	"ENSG00000159352.15_2"	"PSMD4"	chr1	+	151237307	151237710	151237307	151237394	151237641	151237710	4470	0,0,0,0,0,0,0,0,0,0,0,0,0	82,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,6,25,0,0,0	397	150	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.059,0.0,NA,NA,NA	-0.029
4473	"ENSG00000107147.12_2"	"KCNT1"	chr9	+	138649001	138649227	138649001	138649076	138649143	138649227	4473	0,0,0,0,0,4,0,0,0,0,0,0,0	13,79,0,0,0,0,0,275,0,0,329,0,0	0,179,0,0,0,0,0,0,0,0	0,0,0,0,0,92,94,0,75,0	217	150	1	1.0	0.0,0.0,NA,NA,NA,1.0,NA,0.0,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,0.0,0.0,NA,0.0,NA	-0.05
4474	"ENSG00000131095.11_2"	"GFAP"	chr17	-	42992393	42992868	42992393	42992503	42992673	42992868	4474	0,506,45,0,0,427,73,0,331,657,670,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	1476,1297,0,524,0,121,376,191,550,0	0,0,0,0,0,0,159,0,0,0	320	150	1	1.0	NA,1.0,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	1.0,1.0,NA,1.0,NA,1.0,0.526,1.0,1.0,NA	0.068
4478	"ENSG00000278311.4_2"	"GGNBP2"	chr17	+	34934412	34935849	34934412	34934616	34935674	34935849	4478	0,90,0,334,0,0,0,0,1,0,237,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,136,55	0,0,0,0,3,0,275,0,0,0	1208	150	1	1.0	0.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,0.0,NA,0.0,NA,1.0,1.0	0.3
4489	"ENSG00000135424.15_2"	"ITGA7"	chr12	-	56088561	56089421	56088561	56088754	56089305	56089421	4489	0,0,0,0,0,0,0,0,2,0,471,68,0	145,6,0,0,0,6,0,0,0,0,0,0,0	0,0,0,0,0,74,0,0,0,0	0,0,0,0,0,0,88,0,0,0	701	150	1	1.0	0.0,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	0.0
4490	"ENSG00000100201.19_1"	"DDX17"	chr22	-	38883883	38888120	38883883	38884120	38888060	38888120	4490	1161,5425,4730,6465,2804,4528,413,5664,1328,5284,14744,4906,705	0,6,0,0,0,71,0,0,0,0,0,0,0	7724,4896,0,158,899,2676,7498,922,1582,2420	127,0,0,0,0,16,50,0,183,0	4090	150	1	1.0	1.0,0.971,1.0,1.0,1.0,0.701,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.69,1.0,NA,1.0,1.0,0.86,0.846,1.0,0.241,1.0	0.126
4491	"ENSG00000168566.12_1"	"SNRNP48"	chr6	+	7599905	7601757	7599905	7599913	7601568	7601757	4491	59,4,0,0,208,0,0,0,62,0,0,3,0	0,0,0,0,0,6,0,0,0,0,0,152,0	0,0,0,0,0,47,80,0,0,0	0,0,0,0,0,0,0,0,0,0	1805	150	1	1.0	1.0,1.0,NA,NA,1.0,0.0,NA,NA,1.0,NA,NA,0.002,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.333
4492	"ENSG00000165671.18_2"	"NSD1"	chr5	+	176562087	176563031	176562087	176562201	176562941	176563031	4492	1,267,4,205,248,49,0,0,132,0,314,449,0	0,0,0,0,0,0,0,0,0,0,0,183,0	791,267,0,0,0,181,9,15,3,0	409,0,0,0,0,0,0,22,0,0	890	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,0.293,NA	0.246,1.0,NA,NA,NA,1.0,1.0,0.103,1.0,NA	0.197
4502	"ENSG00000011485.14_1"	"PPP5C"	chr19	+	46890622	46891705	46890622	46890710	46891664	46891705	4502	0,0,0,0,0,22,0,0,0,0,0,0,0	1,27,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,188	224,0,0,0,0,0,0,0,0,8	1104	150	1	1.0	0.0,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.762	-0.048
4504	"ENSG00000137312.14_1"	"FLOT1"	chr6	-	30708966	30709481	30708966	30709110	30709390	30709481	4504	1,139,97,0,0,122,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,0,0,233,0	0,0,0,0,0,0,0,0,0,0	430	150	1	1.0	1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.2
4510	"ENSG00000058404.19_1"	"CAMK2B"	chr7	-	44260214	44260500	44260214	44260309	44260424	44260500	4510	0,0,0,0,0,4,0,425,0,1,0,0,0	20,210,0,0,0,0,0,2,29,0,16,0,850	0,0,0,0,0,2,0,0,0,0	95,0,0,0,0,0,248,0,0,0	265	150	1	1.0	0.0,0.0,NA,NA,NA,1.0,NA,0.992,0.0,1.0,0.0,NA,0.0	0.0,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	0.041
