ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2977	"ENSG00000274602.4_1"	"PI4KAP1"	chr22	-	20386516	20387279	20386516	20386675	20387161	20387279
2979	"ENSG00000153406.13_1"	"NMRAL1"	chr16	-	4524093	4524793	4524093	4524167	4524554	4524793
2982	"ENSG00000002016.17_2"	"RAD52"	chr12	-	1025509	1025986	1025509	1025649	1025804	1025986
2983	"ENSG00000002016.17_2"	"RAD52"	chr12	-	1025509	1025986	1025509	1025698	1025804	1025986
2984	"ENSG00000002016.17_2"	"RAD52"	chr12	-	1025509	1025986	1025509	1025701	1025804	1025986
2985	"ENSG00000002016.17_2"	"RAD52"	chr12	-	1035961	1036429	1035961	1036112	1036310	1036429
3002	"ENSG00000108262.15_2"	"GIT1"	chr17	-	27902305	27902721	27902305	27902488	27902647	27902721
3011	"ENSG00000184613.10_2"	"NELL2"	chr12	-	45269597	45270098	45269597	45269683	45270076	45270098
3016	"ENSG00000115275.11_2"	"MOGS"	chr2	-	74692022	74692537	74692022	74692114	74692440	74692537
3017	"ENSG00000007372.20_2"	"PAX6"	chr11	-	31822238	31823324	31822238	31822404	31822777	31823324
3018	"ENSG00000007372.20_2"	"PAX6"	chr11	-	31822238	31823324	31822238	31822404	31823108	31823324
3019	"ENSG00000007372.20_2"	"PAX6"	chr11	-	31822238	31823324	31822238	31822404	31823309	31823324
3022	"ENSG00000169169.14_2"	"CPT1C"	chr19	+	50208263	50208555	50208263	50208371	50208470	50208555
3026	"ENSG00000185615.15_1"	"PDIA2"	chr16	+	334877	335703	334877	335015	335505	335703
3036	"ENSG00000161217.11_2"	"PCYT1A"	chr3	-	195974237	195975194	195974237	195974389	195975077	195975194
3037	"ENSG00000161217.11_2"	"PCYT1A"	chr3	-	195974237	195975194	195974237	195974514	195975077	195975194
3042	"ENSG00000039650.10_2"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50364864	50365138
3043	"ENSG00000039650.10_2"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50365028	50365138
3045	"ENSG00000039650.10_2"	"PNKP"	chr19	-	50367435	50367660	50367435	50367493	50367580	50367660
3046	"ENSG00000260669.2_2"	"AL136419.6"	chr14	-	24684757	24685003	24684757	24684868	24684942	24685003
3059	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139905858	139906201	139905858	139906006	139906085	139906201
3061	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139917153	139917504	139917153	139917317	139917392	139917504
3062	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139917392	139918292	139917392	139917504	139918289	139918292
3070	"ENSG00000158796.16_1"	"DEDD"	chr1	-	161093927	161094316	161093927	161094000	161094129	161094316
3071	"ENSG00000158796.16_1"	"DEDD"	chr1	-	161093927	161094316	161093927	161094000	161094203	161094316
3074	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91479175	91479690	91479175	91479212	91479366	91479690
3075	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91479175	91479690	91479175	91479212	91479514	91479690
3081	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61734783	61735103	61734783	61734843	61734929	61735103
3082	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61734783	61735103	61734783	61734925	61735019	61735103
3086	"ENSG00000088038.17_2"	"CNOT3"	chr19	+	54647395	54647870	54647395	54647485	54647741	54647870
3087	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101295370	101297871	101295370	101296086	101297757	101297871
3089	"ENSG00000118655.4_1"	"DCLRE1B"	chr1	+	114453752	114456708	114453752	114454460	114454753	114456708
3095	"ENSG00000130813.17_2"	"C19orf66"	chr19	+	10201925	10202306	10201925	10202029	10202151	10202306
3096	"ENSG00000130813.17_2"	"C19orf66"	chr19	+	10201925	10202306	10201925	10202029	10202259	10202306
3100	"ENSG00000137274.12_1"	"BPHL"	chr6	+	3138274	3140743	3138274	3138413	3140619	3140743
3105	"ENSG00000169592.14_2"	"INO80E"	chr16	+	30007564	30007938	30007564	30007712	30007867	30007938
3107	"ENSG00000159459.11_2"	"UBR1"	chr15	-	43317571	43318861	43317571	43317627	43318758	43318861
3109	"ENSG00000007202.14_2"	"KIAA0100"	chr17	-	26970181	26970677	26970181	26970329	26970627	26970677
3114	"ENSG00000149743.13_1"	"TRPT1"	chr11	-	63991756	63992189	63991756	63991813	63992014	63992189
3115	"ENSG00000149743.13_1"	"TRPT1"	chr11	-	63991756	63992189	63991756	63991963	63992125	63992189
3116	"ENSG00000149743.13_1"	"TRPT1"	chr11	-	63992272	63993052	63992272	63992442	63992970	63993052
3117	"ENSG00000163395.16_2"	"IGFN1"	chr1	+	201175210	201182749	201175210	201175262	201182633	201182749
3122	"ENSG00000104731.13_2"	"KLHDC4"	chr16	-	87788799	87790083	87788799	87788898	87790004	87790083
3123	"ENSG00000104731.13_2"	"KLHDC4"	chr16	-	87788799	87790083	87788799	87788860	87790027	87790083
3124	"ENSG00000104731.13_2"	"KLHDC4"	chr16	-	87788799	87790083	87788799	87788898	87790027	87790083
3131	"ENSG00000006744.18_2"	"ELAC2"	chr17	-	12899256	12900002	12899256	12899295	12899863	12900002
3141	"ENSG00000149600.11_1"	"COMMD7"	chr20	-	31290504	31291873	31290504	31291260	31291824	31291873
3142	"ENSG00000175061.17_1"	"LRRC75A-AS1"	chr17	+	16342350	16342728	16342350	16342374	16342640	16342728
3151	"ENSG00000140995.16_2"	"DEF8"	chr16	+	90030628	90030983	90030628	90030718	90030873	90030983
3158	"ENSG00000196498.13_2"	"NCOR2"	chr12	-	124818969	124819826	124818969	124819163	124819680	124819826
3171	"ENSG00000145819.15_2"	"ARHGAP26"	chr5	+	142586762	142587038	142586762	142586873	142587008	142587038
3177	"ENSG00000168309.16_1"	"FAM107A"	chr3	-	58551187	58553091	58551187	58552422	58552934	58553091
3183	"ENSG00000101782.14_2"	"RIOK3"	chr18	+	21056969	21057232	21056969	21057050	21057142	21057232
3194	"ENSG00000156976.15_2"	"EIF4A2"	chr3	+	186502352	186503840	186502352	186502485	186503671	186503840
3206	"ENSG00000177731.15_1"	"FLII"	chr17	-	18160222	18160590	18160222	18160333	18160437	18160590
3209	"ENSG00000164548.10_1"	"TRA2A"	chr7	-	23561325	23562051	23561325	23561459	23561739	23562051
3210	"ENSG00000164548.10_1"	"TRA2A"	chr7	-	23561325	23562051	23561325	23561459	23561750	23562051
3211	"ENSG00000164548.10_1"	"TRA2A"	chr7	-	23561325	23562051	23561325	23561459	23561972	23562051
3213	"ENSG00000099783.11_1"	"HNRNPM"	chr19	+	8530207	8530399	8530207	8530246	8530363	8530399
3215	"ENSG00000187325.4_1"	"TAF9B"	chrX	-	77393245	77393595	77393245	77393380	77393458	77393595
3216	"ENSG00000133142.17_2"	"TCEAL4"	chrX	+	102840786	102841219	102840786	102841035	102841146	102841219
3222	"ENSG00000197043.13_1"	"ANXA6"	chr5	-	150518238	150519008	150518238	150518352	150518913	150519008
3225	"ENSG00000203965.12_2"	"EFCAB7"	chr1	+	64033980	64036799	64033980	64034190	64036691	64036799
3228	"ENSG00000172803.17_1"	"SNX32"	chr11	+	65617390	65617742	65617390	65617501	65617620	65617742
3229	"ENSG00000172803.17_1"	"SNX32"	chr11	+	65617390	65618025	65617390	65617742	65617901	65618025
3235	"ENSG00000120885.20_2"	"CLU"	chr8	-	27455976	27457526	27455976	27456152	27457296	27457526
3236	"ENSG00000120885.20_2"	"CLU"	chr8	-	27462440	27462852	27462440	27462586	27462688	27462852
3239	"ENSG00000100911.14_2"	"PSME2"	chr14	-	24613608	24614364	24613608	24613677	24614266	24614364
3240	"ENSG00000100911.14_2"	"PSME2"	chr14	-	24613608	24614482	24613608	24614364	24614451	24614482
3241	"ENSG00000100911.14_2"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24614918	24615449
3249	"ENSG00000178038.16_1"	"ALS2CL"	chr3	-	46712977	46713523	46712977	46713074	46713373	46713523
3250	"ENSG00000178038.16_1"	"ALS2CL"	chr3	-	46712977	46713523	46712977	46713258	46713373	46713523
3251	"ENSG00000178038.16_1"	"ALS2CL"	chr3	-	46716055	46717466	46716055	46716229	46717107	46717466
3252	"ENSG00000178038.16_1"	"ALS2CL"	chr3	-	46716055	46717892	46716055	46716229	46717734	46717892
3253	"ENSG00000178038.16_1"	"ALS2CL"	chr3	-	46716055	46717892	46716055	46717466	46717734	46717892
3255	"ENSG00000158286.12_1"	"RNF207"	chr1	+	6269327	6269599	6269327	6269403	6269473	6269599
3258	"ENSG00000120217.13_1"	"CD274"	chr9	+	5462833	5463121	5462833	5462968	5463074	5463121
3270	"ENSG00000105122.12_2"	"RASAL3"	chr19	-	15568102	15569237	15568102	15568645	15569138	15569237
3273	"ENSG00000136750.11_2"	"GAD2"	chr10	+	26589716	26593487	26589716	26589924	26592962	26593487
3274	"ENSG00000169554.17_2"	"ZEB2"	chr2	-	145141647	145147595	145141647	145147320	145147432	145147595
3275	"ENSG00000232295.7_2"	"RP11-154D6.1"	chr6	-	72019998	72020345	72019998	72020076	72020252	72020345
3282	"ENSG00000113810.15_1"	"SMC4"	chr3	+	160130113	160130637	160130113	160130241	160130317	160130637
3285	"ENSG00000168010.10_2"	"ATG16L2"	chr11	+	72539403	72539821	72539403	72539553	72539773	72539821
3291	"ENSG00000196365.11_1"	"LONP1"	chr19	-	5696259	5696768	5696259	5696382	5696680	5696768
3294	"ENSG00000196118.11_2"	"CCDC189"	chr16	-	30770662	30771045	30770662	30770779	30770974	30771045
3295	"ENSG00000196118.11_2"	"CCDC189"	chr16	-	30770662	30771045	30770662	30770878	30770974	30771045
3296	"ENSG00000196118.11_2"	"CCDC189"	chr16	-	30771604	30771989	30771604	30771774	30771926	30771989
3302	"ENSG00000213983.11_2"	"AP1G2"	chr14	-	24030720	24031624	24030720	24030844	24031170	24031624
3303	"ENSG00000213983.11_2"	"AP1G2"	chr14	-	24031170	24031624	24031170	24031275	24031496	24031624
3304	"ENSG00000213983.11_2"	"AP1G2"	chr14	-	24031712	24032847	24031712	24031802	24032588	24032847
3305	"ENSG00000213983.11_2"	"AP1G2"	chr14	-	24032588	24032847	24032588	24032711	24032792	24032847
3308	"ENSG00000213983.11_2"	"AP1G2"	chr14	-	24032924	24033430	24032924	24033065	24033254	24033430
3321	"ENSG00000147687.17_2"	"TATDN1"	chr8	-	125506073	125507783	125506073	125506200	125507712	125507783
3326	"ENSG00000183751.14_2"	"TBL3"	chr16	+	2027054	2027285	2027054	2027177	2027178	2027285
3328	"ENSG00000172824.14_2"	"CES4A"	chr16	+	67038695	67040422	67038695	67038776	67040293	67040422
3329	"ENSG00000015413.9_2"	"DPEP1"	chr16	+	89703273	89703788	89703273	89703343	89703611	89703788
3342	"ENSG00000187134.13_2"	"AKR1C1"	chr10	+	5009118	5010578	5009118	5009235	5010500	5010578
3348	"ENSG00000109956.12_1"	"B3GAT1"	chr11	-	134257441	134257834	134257441	134257588	134257720	134257834
3350	"ENSG00000153902.13_2"	"LGI4"	chr19	-	35624596	35625008	35624596	35624668	35624936	35625008
3351	"ENSG00000187796.13_2"	"CARD9"	chr9	-	139258934	139259669	139258934	139259011	139259592	139259669
3355	"ENSG00000162004.16_1"	"CCDC78"	chr16	-	772921	773161	772921	773018	773094	773161
3356	"ENSG00000162004.16_1"	"CCDC78"	chr16	-	772921	773161	772921	773022	773094	773161
3358	"ENSG00000162004.16_1"	"CCDC78"	chr16	-	774321	774806	774321	774509	774680	774806
3359	"ENSG00000162004.16_1"	"CCDC78"	chr16	-	774910	775145	774910	774989	775077	775145
3370	"ENSG00000204301.6_2"	"NOTCH4"	chr6	-	32168893	32171659	32168893	32169277	32171546	32171659
3375	"ENSG00000237298.9_2"	"TTN-AS1"	chr2	+	179402087	179402418	179402087	179402174	179402330	179402418
3377	"ENSG00000089820.15_2"	"ARHGAP4"	chrX	-	153178671	153179054	153178671	153178756	153178862	153179054
3380	"ENSG00000185128.11"	"TBC1D3F"	chr17	+	36291898	36292527	36291898	36291964	36292427	36292527
3382	"ENSG00000123636.17_2"	"BAZ2B"	chr2	-	160261359	160261421	160261359	160261412	160261413	160261421
3383	"ENSG00000112425.13_1"	"EPM2A"	chr6	-	145946447	145948829	145946447	145946862	145948625	145948829
3384	"ENSG00000112425.13_1"	"EPM2A"	chr6	-	146007257	146007432	146007257	146007282	146007375	146007432
3394	"ENSG00000129353.14_2"	"SLC44A2"	chr19	+	10745431	10745749	10745431	10745563	10745649	10745749
3395	"ENSG00000129353.14_2"	"SLC44A2"	chr19	+	10745838	10746191	10745838	10745931	10746106	10746191
3397	"ENSG00000181090.18_2"	"EHMT1"	chr9	+	140711890	140712590	140711890	140711977	140712511	140712590
3408	"ENSG00000089053.12_1"	"ANAPC5"	chr12	-	121756079	121756411	121756079	121756154	121756303	121756411
3409	"ENSG00000089053.12_1"	"ANAPC5"	chr12	-	121756079	121756411	121756079	121756207	121756303	121756411
3410	"ENSG00000089053.12_1"	"ANAPC5"	chr12	-	121756079	121756411	121756079	121756227	121756303	121756411
3411	"ENSG00000089053.12_1"	"ANAPC5"	chr12	-	121764898	121766300	121764898	121765034	121766118	121766300
3412	"ENSG00000089053.12_1"	"ANAPC5"	chr12	-	121783641	121784808	121783641	121783834	121784698	121784808
3416	"ENSG00000148187.17_2"	"MRRF"	chr9	+	125047447	125048225	125047447	125047566	125048058	125048225
3417	"ENSG00000174483.19_2"	"BBS1"	chr11	+	66283010	66283202	66283010	66283057	66283163	66283202
3418	"ENSG00000174483.19_2"	"BBS1"	chr11	+	66283163	66283404	66283163	66283202	66283331	66283404
3419	"ENSG00000174483.19_2"	"BBS1"	chr11	+	66299126	66299690	66299126	66299213	66299421	66299690
3422	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46389551	46391559	46389551	46389629	46391490	46391559
3424	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46400006	46400661	46400006	46400050	46400443	46400661
3425	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46400006	46400661	46400006	46400050	46400540	46400661
3430	"ENSG00000089916.17_2"	"GPATCH2L"	chr14	+	76639888	76643033	76639888	76639968	76642965	76643033
3433	"ENSG00000103064.13_2"	"SLC7A6"	chr16	+	68308593	68309152	68308593	68308779	68309029	68309152
3437	"ENSG00000075826.16_2"	"SEC31B"	chr10	-	102265117	102265958	102265117	102265252	102265796	102265958
3439	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173833038	173833442	173833038	173833213	173833394	173833442
3440	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173833394	173833644	173833394	173833442	173833621	173833644
3441	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173833394	173833842	173833394	173833442	173833812	173833842
3442	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173833621	173833842	173833621	173833644	173833812	173833842
3445	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173834366	173834685	173834366	173834420	173834608	173834685
3446	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173834366	173834685	173834366	173834420	173834647	173834685
3448	"ENSG00000234741.7_1"	"GAS5"	chr1	-	173835665	173835934	173835665	173835705	173835898	173835934
3451	"ENSG00000135124.14_2"	"P2RX4"	chr12	+	121670413	121670895	121670413	121670479	121670799	121670895
3453	"ENSG00000122545.18_2"	"SEPT7"	chr7	+	35937857	35942825	35937857	35937993	35942685	35942825
3454	"ENSG00000247774.6_1"	"PCED1B-AS1"	chr12	-	47609947	47610217	47609947	47610047	47610166	47610217
3455	"ENSG00000152767.16_2"	"FARP1"	chr13	+	98981031	98981413	98981031	98981061	98981202	98981413
3456	"ENSG00000152767.16_2"	"FARP1"	chr13	+	98981031	98981413	98981031	98981061	98981325	98981413
3459	"ENSG00000178297.12_1"	"TMPRSS9"	chr19	+	2424086	2424255	2424086	2424104	2424186	2424255
3470	"ENSG00000197448.13_1"	"GSTK1"	chr7	+	142961640	142962185	142961640	142961769	142962084	142962185
3471	"ENSG00000197448.13_1"	"GSTK1"	chr7	+	142962084	142962389	142962084	142962185	142962353	142962389
3474	"ENSG00000108309.12_1"	"RUNDC3A"	chr17	+	42390785	42392192	42390785	42390871	42392102	42392192
3476	"ENSG00000143702.15_1"	"CEP170"	chr1	-	243349080	243349724	243349080	243349374	243349560	243349724
3477	"ENSG00000164076.16_1"	"CAMKV"	chr3	-	49895421	49897314	49895421	49897109	49897202	49897314
3478	"ENSG00000164076.16_1"	"CAMKV"	chr3	-	49898375	49898733	49898375	49898451	49898612	49898733
3479	"ENSG00000164076.16_1"	"CAMKV"	chr3	-	49898375	49898733	49898375	49898451	49898620	49898733
3480	"ENSG00000164076.16_1"	"CAMKV"	chr3	-	49898871	49899298	49898871	49898881	49899223	49899298
3481	"ENSG00000164076.16_1"	"CAMKV"	chr3	-	49898871	49899298	49898871	49898970	49899223	49899298
3482	"ENSG00000164076.16_1"	"CAMKV"	chr3	-	49898871	49899298	49898871	49899010	49899223	49899298
3488	"ENSG00000142102.15_2"	"ATHL1"	chr11	+	293162	293727	293162	293235	293669	293727
3500	"ENSG00000100359.20_2"	"SGSM3"	chr22	+	40803020	40803332	40803020	40803075	40803204	40803332
3501	"ENSG00000100359.20_2"	"SGSM3"	chr22	+	40803020	40803572	40803020	40803332	40803416	40803572
3510	"ENSG00000163938.16_2"	"GNL3"	chr3	+	52724607	52725087	52724607	52724720	52724960	52725087
3524	"ENSG00000089327.14_2"	"FXYD5"	chr19	+	35657044	35657228	35657044	35657074	35657153	35657228
3529	"ENSG00000130653.15_1"	"PNPLA7"	chr9	-	140358577	140358908	140358577	140358647	140358791	140358908
3540	"ENSG00000115464.14_2"	"USP34"	chr2	-	61433894	61436112	61433894	61434021	61436033	61436112
3541	"ENSG00000115464.14_2"	"USP34"	chr2	-	61463160	61463524	61463160	61463208	61463459	61463524
3545	"ENSG00000215041.9_2"	"NEURL4"	chr17	-	7221383	7221675	7221383	7221491	7221587	7221675
3554	"ENSG00000165125.18_2"	"TRPV6"	chr7	-	142571200	142571895	142571200	142571469	142571828	142571895
3558	"ENSG00000171246.5_1"	"NPTX1"	chr17	-	78440947	78444834	78440947	78442717	78444326	78444834
3560	"ENSG00000120318.15_1"	"ARAP3"	chr5	-	141041250	141041822	141041250	141041356	141041609	141041822
3561	"ENSG00000188895.11_2"	"MSL1"	chr17	+	38289294	38289911	38289294	38289362	38289786	38289911
3562	"ENSG00000100523.14_2"	"DDHD1"	chr14	-	53618978	53619816	53618978	53619036	53619423	53619816
3563	"ENSG00000117155.16_2"	"SSX2IP"	chr1	-	85127880	85128213	85127880	85128058	85128137	85128213
3564	"ENSG00000117155.16_2"	"SSX2IP"	chr1	-	85135363	85136498	85135363	85135576	85136328	85136498
3565	"ENSG00000177225.16_1"	"PDDC1"	chr11	-	767224	770903	767224	770398	770678	770903
3576	"ENSG00000213465.7_2"	"ARL2"	chr11	+	64789192	64789656	64789192	64789360	64789442	64789656
3597	"ENSG00000169738.7_2"	"DCXR"	chr17	-	79994066	79994324	79994066	79994184	79994259	79994324
3598	"ENSG00000169738.7_2"	"DCXR"	chr17	-	79994066	79994324	79994066	79994198	79994259	79994324
3603	"ENSG00000169738.7_2"	"DCXR"	chr17	-	79994066	79994639	79994066	79994519	79994596	79994639
3605	"ENSG00000169738.7_2"	"DCXR"	chr17	-	79994734	79995423	79994734	79994889	79995325	79995423
3606	"ENSG00000110844.13_2"	"PRPF40B"	chr12	+	50025642	50026663	50025642	50025708	50026637	50026663
3607	"ENSG00000110844.13_2"	"PRPF40B"	chr12	+	50026796	50027330	50026796	50026907	50027209	50027330
3617	"ENSG00000204264.8_1"	"PSMB8"	chr6	-	32810448	32810866	32810448	32810488	32810718	32810866
3618	"ENSG00000204264.8_1"	"PSMB8"	chr6	-	32810448	32810866	32810448	32810560	32810718	32810866
3623	"ENSG00000160688.18_1"	"FLAD1"	chr1	+	154965188	154965587	154965188	154965262	154965377	154965587
3629	"ENSG00000256269.6_2"	"HMBS"	chr11	+	118958696	118959018	118958696	118958788	118958964	118959018
3637	"ENSG00000214043.7_1"	"RP5-944M2.3"	chr12	+	126942478	126943087	126942478	126942676	126942886	126943087
3638	"ENSG00000164117.13_2"	"FBXO8"	chr4	-	175183914	175184251	175183914	175183946	175184069	175184251
3642	"ENSG00000163749.17_1"	"CCDC158"	chr4	-	77272872	77274434	77272872	77272965	77274275	77274434
3643	"ENSG00000170638.9_1"	"TRABD"	chr22	+	50636251	50636615	50636251	50636424	50636503	50636615
3644	"ENSG00000161692.17_1"	"DBF4B"	chr17	+	42827962	42829632	42827962	42828045	42829307	42829632
3651	"ENSG00000172771.11_1"	"EFCAB12"	chr3	-	129130000	129134244	129130000	129130197	129134087	129134244
3652	"ENSG00000106976.14"	"DNM1"	chr9	+	131010202	131011032	131010202	131010214	131010861	131011032
3658	"ENSG00000198677.10_1"	"TTC37"	chr5	-	94852228	94852764	94852228	94852290	94852619	94852764
3659	"ENSG00000144021.2_1"	"CIAO1"	chr2	+	96934194	96935093	96934194	96934396	96935005	96935093
3661	"ENSG00000181378.13_2"	"CFAP65"	chr2	-	219894124	219894930	219894124	219894390	219894707	219894930
3683	"ENSG00000146063.18_1"	"TRIM41"	chr5	+	180660412	180660763	180660412	180660435	180660635	180660763
3685	"ENSG00000185787.14_2"	"MORF4L1"	chr15	+	79183330	79183914	79183330	79183356	79183825	79183914
3691	"ENSG00000214595.11_1"	"EML6"	chr2	+	55093902	55096504	55093902	55094021	55096317	55096504
3695	"ENSG00000178177.15_2"	"LCORL"	chr4	-	17875010	17879836	17875010	17878457	17878562	17879836
3702	"ENSG00000183569.17_1"	"SERHL2"	chr22	+	42951669	42952089	42951669	42951711	42952053	42952089
3703	"ENSG00000183569.17_1"	"SERHL2"	chr22	+	42951669	42952089	42951669	42951711	42952069	42952089
3704	"ENSG00000107937.18_1"	"GTPBP4"	chr10	+	1042045	1043248	1042045	1042182	1043147	1043248
3706	"ENSG00000022556.15_2"	"NLRP2"	chr19	+	55481366	55481663	55481366	55481521	55481590	55481663
3708	"ENSG00000213658.10_2"	"LAT"	chr16	+	28997860	28998035	28997860	28997890	28997977	28998035
3709	"ENSG00000117632.21_2"	"STMN1"	chr1	-	26227981	26230304	26227981	26228173	26230131	26230304
3711	"ENSG00000092068.19_2"	"SLC7A8"	chr14	-	23607129	23607233	23607129	23607138	23607140	23607233
3713	"ENSG00000066777.8_2"	"ARFGEF1"	chr8	-	68255398	68255912	68255398	68255571	68255744	68255912
3716	"ENSG00000114054.13_2"	"PCCB"	chr3	+	136045644	136046097	136045644	136045752	136045996	136046097
3717	"ENSG00000166482.11_1"	"MFAP4"	chr17	-	19288411	19288767	19288411	19288594	19288670	19288767
3723	"ENSG00000104313.17_1"	"EYA1"	chr8	-	72233968	72234503	72233968	72234047	72234433	72234503
3724	"ENSG00000104313.17_1"	"EYA1"	chr8	-	72233968	72234503	72233968	72234111	72234433	72234503
3725	"ENSG00000104313.17_1"	"EYA1"	chr8	-	72233968	72234503	72233968	72234114	72234433	72234503
3726	"ENSG00000136247.14_1"	"ZDHHC4"	chr7	+	6617064	6617351	6617064	6617129	6617220	6617351
3728	"ENSG00000144815.15_2"	"NXPE3"	chr3	+	101535638	101535845	101535638	101535748	101535749	101535845
3730	"ENSG00000166579.15_1"	"NDEL1"	chr17	+	8347244	8347675	8347244	8347494	8347577	8347675
3731	"ENSG00000137343.17_2"	"ATAT1"	chr6	+	30610544	30612456	30610544	30610788	30611305	30612456
3736	"ENSG00000067596.10_2"	"DHX8"	chr17	+	41594534	41597635	41594534	41594690	41597497	41597635
3739	"ENSG00000087274.16_2"	"ADD1"	chr4	+	2906490	2906742	2906490	2906504	2906646	2906742
3742	"ENSG00000102901.12_2"	"CENPT"	chr16	-	67863667	67865261	67863667	67863991	67865118	67865261
3743	"ENSG00000102901.12_2"	"CENPT"	chr16	-	67863667	67865261	67863667	67864451	67865118	67865261
3753	"ENSG00000196998.17_2"	"WDR45"	chrX	-	48934303	48935570	48934303	48934409	48935495	48935570
3754	"ENSG00000196998.17_2"	"WDR45"	chrX	-	48934303	48935570	48934303	48934412	48935495	48935570
3756	"ENSG00000107951.8"	"MTPAP"	chr10	-	30654077	30654494	30654077	30654180	30654273	30654494
3758	"ENSG00000159433.11_2"	"STARD9"	chr15	+	42954991	42956115	42954991	42955089	42955478	42956115
3759	"ENSG00000159433.11_2"	"STARD9"	chr15	+	42955478	42956115	42955478	42955688	42956017	42956115
3764	"ENSG00000214530.8_2"	"STARD10"	chr11	-	72465773	72466187	72465773	72465827	72466166	72466187
3768	"ENSG00000161939.18_2"	"RNASEK-C17orf49"	chr17	+	6917463	6918475	6917463	6917596	6918380	6918475
3769	"ENSG00000161939.18_2"	"RNASEK-C17orf49"	chr17	+	6917463	6918475	6917463	6918197	6918380	6918475
3772	"ENSG00000088899.14_1"	"RP5-1187M17.10"	chr20	-	3146142	3147006	3146142	3146274	3146412	3147006
3776	"ENSG00000105677.11_1"	"TMEM147"	chr19	+	36037573	36037931	36037573	36037710	36037846	36037931
3777	"ENSG00000105677.11_1"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037710	36038020	36038142
3778	"ENSG00000105677.11_1"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037931	36038020	36038142
3779	"ENSG00000179902.12_1"	"C1orf194"	chr1	-	109649156	109649744	109649156	109649281	109649628	109649744
3782	"ENSG00000122678.15_2"	"POLM"	chr7	-	44113381	44114129	44113381	44113624	44113729	44114129
3783	"ENSG00000122678.15_2"	"POLM"	chr7	-	44113381	44114129	44113381	44113624	44113996	44114129
3792	"ENSG00000142534.6_2"	"RPS11"	chr19	+	50000450	50000852	50000450	50000582	50000776	50000852
3794	"ENSG00000142534.6_2"	"RPS11"	chr19	+	50000450	50000852	50000450	50000539	50000837	50000852
3795	"ENSG00000142534.6_2"	"RPS11"	chr19	+	50000450	50001303	50000450	50000852	50001173	50001303
3808	"ENSG00000160310.16_1"	"PRMT2"	chr21	+	48068369	48068531	48068369	48068450	48068451	48068531
3810	"ENSG00000160310.16_1"	"PRMT2"	chr21	+	48080744	48081848	48080744	48080874	48081711	48081848
3812	"ENSG00000198590.11_1"	"C3orf35"	chr3	+	37458509	37459592	37458509	37458633	37458743	37459592
3813	"ENSG00000175287.18_2"	"PHYHD1"	chr9	+	131703723	131704317	131703723	131703850	131703946	131704317
3818	"ENSG00000105696.8_1"	"TMEM59L"	chr19	+	18728964	18729302	18728964	18729082	18729184	18729302
3821	"ENSG00000115307.16_1"	"AUP1"	chr2	-	74755877	74756409	74755877	74756062	74756258	74756409
3823	"ENSG00000152332.15_1"	"UHMK1"	chr1	+	162469744	162470894	162469744	162470037	162470702	162470894
3824	"ENSG00000178104.19_2"	"PDE4DIP"	chr1	-	144890591	144892589	144890591	144890989	144892500	144892589
3825	"ENSG00000178104.19_2"	"PDE4DIP"	chr1	-	144890591	144892589	144890591	144892219	144892500	144892589
3827	"ENSG00000108443.13_2"	"RPS6KB1"	chr17	+	58013575	58013902	58013575	58013638	58013824	58013902
3828	"ENSG00000127914.16_2"	"AKAP9"	chr7	+	91669987	91671095	91669987	91670170	91670172	91671095
3829	"ENSG00000148337.20_2"	"CIZ1"	chr9	-	130940987	130941694	130940987	130941183	130941267	130941694
3830	"ENSG00000148337.20_2"	"CIZ1"	chr9	-	130940987	130941694	130940987	130941183	130941351	130941694
3831	"ENSG00000148337.20_2"	"CIZ1"	chr9	-	130940987	130941694	130940987	130941183	130941522	130941694
3834	"ENSG00000188002.10_1"	"RP11-43F13.1"	chr5	-	1599034	1599942	1599034	1599384	1599741	1599942
3835	"ENSG00000188002.10_1"	"RP11-43F13.1"	chr5	-	1632758	1633021	1632758	1632866	1632959	1633021
