ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
22158	ENSG00000126267.8_1	COX6B1	chr19	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0	1	SE
22159	ENSG00000126267.8_1	COX6B1	chr19	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,0.953,1.0,1.0,1.0,1.0,NA,1.0	1	SE
22180	ENSG00000132563.15_2	REEP2	chr5	+	1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
22238	ENSG00000135541.20_2	AHI1	chr6	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
22239	ENSG00000135541.20_2	AHI1	chr6	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.903	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
22275	ENSG00000163728.10_1	TTC14	chr3	+	1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.634,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
22288	ENSG00000058668.14_2	ATP2B4	chr1	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.301,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.689,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
22331	ENSG00000149970.14_2	CNKSR2	chrX	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.921,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
22332	ENSG00000149970.14_2	CNKSR2	chrX	+	0.092,0.413,0.377,0.364,0.333,0.0,0.029,0.596,0.0,0.063,0.279,0.0,0.068,0.08,0.177,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.112,0.0	0.09,0.351,0.863,0.667,0.184,0.0,0.0,0.855,0.092,0.158,0.017,NA,0.792,0.163,NA,0.173,0.42,0.0,0.0,NA	1	SE
22333	ENSG00000149970.14_2	CNKSR2	chrX	+	0.902,1.0,1.0,1.0,0.602,0.0,NA,0.982,1.0,1.0,1.0,1.0,0.967,1.0,0.749,0.485,1.0,NA,0.697,1.0,1.0,1.0,0.681,1.0	0.027,0.804,1.0,1.0,1.0,0.0,NA,1.0,1.0,0.715,1.0,NA,1.0,0.848,NA,0.799,0.725,1.0,1.0,NA	1	SE
22340	ENSG00000219200.6	RNASEK	chr17	+	0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.045,0.0,0.045,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0	0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	1	SE
22341	ENSG00000219200.6	RNASEK	chr17	+	0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.045,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0	0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	1	SE
22351	ENSG00000102882.11_2	MAPK3	chr16	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.98,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0	0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
22383	ENSG00000107295.9_1	SH3GL2	chr9	+	1.0,1.0,1.0,1.0,0.96,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,0.698,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
22470	ENSG00000082701.14_2	GSK3B	chr3	-	1.0,1.0,0.845,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.663,1.0	0.519,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.388,0.94,0.956,NA,1.0,0.702,NA,0.538,1.0,1.0,1.0,NA	1	SE
22608	ENSG00000054523.17_2	KIF1B	chr1	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.928,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1	SE
22711	ENSG00000073921.17_2	PICALM	chr11	-	1.0,1.0,0.0,0.769,1.0,1.0,1.0,0.366,1.0,1.0,1.0,NA,1.0,1.0,0.566,1.0,1.0,1.0,0.704,1.0,NA,NA,1.0,1.0	0.737,1.0,1.0,0.704,0.644,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,0.501,NA	1	SE
22716	ENSG00000105290.11_1	APLP1	chr19	+	1.0,1.0,1.0,0.986,0.976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.878,0.825	0.932,1.0,1.0,1.0,0.828,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
22820	ENSG00000133318.13_2	RTN3	chr11	+	0.128,0.111,0.652,0.213,0.075,0.0,0.0,0.342,0.11,0.0,0.621,0.0,0.116,0.125,0.135,0.11,0.027,0.0,0.16,0.008,0.164,0.363,0.195,0.157	0.117,0.09,0.284,0.151,0.0,0.0,0.0,0.0,0.048,0.11,0.214,0.21,0.137,0.051,0.0,0.057,0.127,NA,0.059,0.0	1	SE
22821	ENSG00000133318.13_2	RTN3	chr11	+	0.104,0.06,0.736,0.046,0.155,0.0,0.971,0.095,0.262,0.103,0.075,0.0,0.118,0.029,0.108,0.0,0.003,0.0,0.082,0.235,0.0,0.0,0.091,0.006	0.081,0.005,0.195,0.232,0.0,0.0,0.0,0.017,0.062,0.06,0.086,0.0,0.076,0.0,0.038,0.0,0.037,1.0,0.147,0.0	0.0063377219145	SE
22822	ENSG00000133318.13_2	RTN3	chr11	+	0.365,0.388,0.867,0.315,0.683,1.0,1.0,0.275,0.756,1.0,0.183,NA,0.429,0.393,0.592,NA,1.0,NA,0.421,0.99,0.0,0.0,0.535,0.127	0.627,0.778,0.969,0.887,1.0,1.0,NA,1.0,0.683,0.716,0.237,0.0,0.368,1.0,1.0,1.0,0.208,1.0,1.0,NA	1	SE
22824	ENSG00000133318.13_2	RTN3	chr11	+	0.104,0.06,0.736,0.046,0.162,0.0,0.971,0.095,0.262,0.103,0.075,0.0,0.118,0.03,0.108,0.0,0.003,0.0,0.082,0.235,0.0,0.0,0.091,0.006	0.081,0.005,0.195,0.232,0.0,0.0,0.0,0.017,0.062,0.06,0.086,0.0,0.076,0.0,0.038,0.0,0.037,1.0,0.147,0.0	0.00596552616006	SE
22825	ENSG00000133318.13_2	RTN3	chr11	+	0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,NA,0.0,0.0	1	SE
22827	ENSG00000133318.13_2	RTN3	chr11	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
22828	ENSG00000133318.13_2	RTN3	chr11	+	0.997,0.993,0.985,0.982,0.975,0.998,1.0,0.975,0.999,1.0,0.896,1.0,0.994,0.948,1.0,1.0,0.984,1.0,1.0,0.876,0.978,1.0,1.0,0.957	0.987,1.0,0.927,0.997,0.893,1.0,1.0,1.0,0.994,0.982,1.0,1.0,0.937,0.899,1.0,0.873,1.0,1.0,0.832,NA	1	SE
22894	ENSG00000144036.15_1	EXOC6B	chr2	-	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,0.518,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
22918	ENSG00000136003.15_1	ISCU	chr12	+	0.0,0.0,0.363,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	SE
22919	ENSG00000136003.15_1	ISCU	chr12	+	0.0,0.0,0.349,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	SE
23119	ENSG00000162729.13_1	IGSF8	chr1	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,0.009,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	1	SE
23150	ENSG00000117020.16_2	AKT3	chr1	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.697,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,NA,NA	1	SE
23152	ENSG00000117020.16_2	AKT3	chr1	-	1.0,1.0,1.0,0.908,1.0,1.0,1.0,0.845,1.0,1.0,1.0,1.0,1.0,1.0,0.712,1.0,1.0,1.0,0.771,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA	1	SE
23224	ENSG00000107281.9_2	NPDC1	chr9	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	0.887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.725,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
23235	ENSG00000198825.12_2	INPP5F	chr10	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.992,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
23266	ENSG00000095637.21_2	SORBS1	chr10	-	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.231	1.0,1.0,0.941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
23267	ENSG00000095637.21_2	SORBS1	chr10	-	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.231	1.0,1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
23283	ENSG00000095637.21_2	SORBS1	chr10	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,0.206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.954,NA,1.0,1.0,NA,1.0,NA	1	SE
23288	ENSG00000095637.21_2	SORBS1	chr10	-	1.0,1.0,1.0,1.0,1.0,NA,NA,0.884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.927,NA,1.0,1.0,1.0,1.0	1.0,0.994,1.0,1.0,0.792,1.0,1.0,1.0,1.0,1.0,0.801,NA,1.0,1.0,1.0,1.0,0.923,NA,1.0,NA	1	SE
23447	ENSG00000187164.18_2	SHTN1	chr10	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
23567	ENSG00000175582.19_1	RAB6A	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1	SE
23638	ENSG00000197586.12_2	ENTPD6	chr20	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1	SE
23800	ENSG00000214548.14_2	MEG3	chr14	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,1.0,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	SE
23802	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.0,0.0,0.002,0.0,0.003,0.0,0.041,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0	0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0	1	SE
23808	ENSG00000214548.14_2	MEG3	chr14	+	0.393,0.053,0.066,0.012,0.059,0.154,0.0,0.001,0.0,0.0,0.011,0.0,0.4,0.033,0.043,0.333,0.0,0.0,0.042,0.0,0.0,0.0,0.044,0.021	0.12,0.07,0.055,0.0,0.018,0.1,0.063,0.0,0.0,0.0,0.142,0.0,0.077,0.002,0.0,0.0,0.0,0.0,0.0,NA	1	SE
23809	ENSG00000214548.14_2	MEG3	chr14	+	0.019,0.0,0.0,0.002,0.017,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.011,0.015,0.097,0.0,0.0,0.013,0.0,0.0,0.0,0.017,0.003	0.023,0.025,0.007,0.0,0.003,0.032,0.016,0.0,0.0,0.0,0.023,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.225,0.0	0.000145791986911	SE
23810	ENSG00000214548.14_2	MEG3	chr14	+	1.0,1.0,1.0,1.0,1.0,0.942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.981,0.98,1.0,1.0,1.0,0.974,1.0,1.0,1.0,1.0,0.678	0.979,1.0,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
23811	ENSG00000214548.14_2	MEG3	chr14	+	0.431,1.0,0.491,0.844,0.807,0.452,1.0,1.0,1.0,0.828,0.987,1.0,0.553,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.985,0.834	0.841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.962,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.734,1.0,1.0,NA	1	SE
23812	ENSG00000214548.14_2	MEG3	chr14	+	0.046,0.224,0.038,0.125,0.254,0.121,0.011,0.203,0.025,0.102,0.276,0.149,0.05,0.308,0.21,0.107,0.063,0.281,0.193,0.281,0.101,0.107,0.178,0.079	0.168,0.22,0.089,0.315,0.162,0.235,0.212,0.158,0.264,0.219,0.128,0.239,0.148,0.178,0.065,0.207,0.176,0.005,0.199,0.0	5.19336840421e-07	SE
23815	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.02,0.015,0.015,0.051,0.003,0.0,0.001,0.0,0.003,0.003,0.0,0.0,0.026,0.019,0.129,0.0,0.07,0.01,0.0,0.0,0.0,0.003,0.051	0.004,0.0,0.0,0.068,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.41,0.044,0.0	0.159237438029	SE
23816	ENSG00000214548.14_2	MEG3	chr14	+	NA,0.101,0.379,0.177,0.114,0.002,1.0,0.015,0.0,0.038,0.018,0.0,NA,0.091,0.09,1.0,0.0,0.372,0.049,0.0,NA,0.0,0.04,0.52	0.033,0.004,0.0,0.325,0.05,1.0,1.0,0.0,0.018,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.163,1.0,0.106,NA	1	SE
23818	ENSG00000214548.14_2	MEG3	chr14	+	0.032,0.02,0.029,0.026,0.067,0.051,0.0,0.001,0.0,0.011,0.005,0.0,0.022,0.026,0.018,0.131,0.0,0.07,0.008,0.0,0.0,0.0,0.004,0.043	0.019,0.0,0.0,0.069,0.004,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.412,0.044,0.0	3.8780650391e-05	SE
23819	ENSG00000214548.14_2	MEG3	chr14	+	NA,0.184,0.381,0.257,0.115,0.002,NA,0.015,0.0,0.038,0.029,0.0,NA,0.091,0.1,1.0,0.0,0.451,0.053,0.0,NA,0.0,0.041,0.522	0.099,0.18,0.116,0.502,0.122,NA,NA,0.0,0.018,0.0,0.0,NA,0.341,0.047,0.0,0.108,0.164,1.0,0.107,NA	1	SE
23820	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.0,0.069,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.594815517258	SE
23829	ENSG00000135298.13_1	ADGRB3	chr6	+	1.0,0.0,1.0,0.824,0.802,1.0,1.0,0.996,1.0,1.0,1.0,0.803,1.0,1.0,1.0,0.605,0.978,NA,1.0,0.545,0.612,1.0,0.765,0.891	0.633,0.415,0.897,0.974,0.429,1.0,1.0,1.0,1.0,0.883,1.0,1.0,1.0,1.0,NA,1.0,0.928,NA,0.226,NA	1	SE
23915	ENSG00000157827.19_2	FMNL2	chr2	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.69,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
23917	ENSG00000157827.19_2	FMNL2	chr2	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939,0.915,0.229,1.0,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.707,1.0	1.0,0.29,1.0,0.964,0.0,0.0,0.0,0.0,0.942,0.561,0.88,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,NA	1	SE
24012	ENSG00000134419.15_2	RPS15A	chr16	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,0.562,1.0,1.0,1.0,NA	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	SE
24158	ENSG00000130540.13_1	SULT4A1	chr22	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
24194	ENSG00000163349.21_2	HIPK1	chr1	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,0.411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,NA,1.0,NA	1	SE
24358	ENSG00000111790.13_1	FGFR1OP2	chr12	+	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.942,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
24405	ENSG00000197102.10_1	DYNC1H1	chr14	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.272,1.0,NA	1	SE
24406	ENSG00000197102.10_1	DYNC1H1	chr14	+	1.0,0.717,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,0.939,1.0,1.0,1.0,1.0,1.0,0.689,1.0,1.0,0.956,1.0	0.932,0.961,1.0,0.942,1.0,1.0,1.0,1.0,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,0.135,1.0,NA	1	SE
24468	ENSG00000145819.15_2	ARHGAP26	chr5	+	1.0,1.0,1.0,0.813,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,NA,1.0,NA	1	SE
24511	ENSG00000119042.16_1	SATB2	chr2	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,0.862	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	1	SE
24642	ENSG00000120265.16_2	PCMT1	chr6	+	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0	0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.009,0.0,0.0,NA	1	SE
24643	ENSG00000120265.16_2	PCMT1	chr6	+	0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.008,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0	0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.009,0.0,0.0,NA	1	SE
24776	ENSG00000156976.15_2	EIF4A2	chr3	+	1.0,1.0,1.0,0.83,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	1	SE
24777	ENSG00000156976.15_2	EIF4A2	chr3	+	1.0,1.0,0.951,0.997,0.979,0.963,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.919,1.0,1.0,1.0,0.867,1.0,1.0,0.886,1.0	0.995,1.0,0.986,0.97,0.694,1.0,1.0,1.0,0.938,0.963,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,0.978,NA	1	SE
