ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3186	"ENSG00000066468.21_2"	"FGFR2"	chr10	-	123274630	123274833	123279492	123279683	123263303	123263455	123298105	123298229	3186	0,0,0,0,31,0,0,13,15,2,0,0,0,0,0,0,0,0,0,0,113,0,0,0	0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,98,34,0,1,0	0,0,0,18,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0	0,47,0,11,6,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0	341	353	1	1.0	NA,NA,NA,0.0,1.0,NA,NA,0.415,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.775,NA,0.0,NA	NA,0.0,NA,0.629,0.0,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.216
3189	"ENSG00000103021.9_1"	"CCDC113"	chr16	+	58286630	58286757	58287901	58288063	58283839	58284019	58292271	58292427	3189	0,0,0,1,0,0,0,47,1,0,0,0,0,23,0,40,0,0,0,0,0,0,0,0	0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,148,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,48,2,0,0,0,0,0,0,0,0,0,0	63,58,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0	277	312	1	1.0	NA,NA,NA,0.273,NA,NA,NA,1.0,0.049,NA,NA,NA,NA,1.0,NA,1.0,0.0,NA,NA,NA,NA,NA,0.0,NA	0.0,0.0,0.0,0.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.189
3197	"ENSG00000177830.17_2"	"CHID1"	chr11	-	884067	884169	893426	893519	883147	883303	899339	899401	3197	96,12,0,16,44,0,0,156,0,0,4,0,54,31,46,36,0,105,36,56,3,0,6,0	42,29,0,4,0,69,0,0,0,16,56,0,35,43,27,3,0,27,24,0,0,0,0,0	15,29,163,30,4,77,52,0,1,12,67,0,65,0,0,0,0,0,0,0	18,3,0,20,1,12,5,0,15,10,30,0,6,0,0,0,15,0,10,0	243	252	1	1.0	0.703,0.3,NA,0.806,1.0,0.0,NA,1.0,NA,0.0,0.069,NA,0.615,0.428,0.639,0.926,NA,0.801,0.609,1.0,1.0,NA,1.0,NA	0.464,0.909,1.0,0.609,0.806,0.869,0.915,NA,0.065,0.554,0.698,NA,0.918,NA,NA,NA,0.0,NA,0.0,NA	0.04
3198	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105259185	105259268	105280916	105281048	105244803	105244900	105291097	105291173	3198	57,0,5,6,36,0,0,0,18,1,24,0,37,32,34,1,0,8,18,130,0,108,10,18	0,0,5,40,0,0,0,3,22,25,0,46,0,0,31,1,1,0,17,0,0,32,0,0	163,25,83,1,49,110,49,4,6,52,205,0,118,0,0,0,0,583,1,0	8,0,12,85,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0	282	233	1	1.0	1.0,NA,0.452,0.11,1.0,NA,NA,0.0,0.403,0.032,1.0,0.0,1.0,1.0,0.475,0.452,0.0,1.0,0.467,1.0,NA,0.736,1.0,1.0	0.944,1.0,0.851,0.01,1.0,1.0,1.0,1.0,1.0,0.443,0.988,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA	-0.268
3199	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105259185	105259268	105291097	105291173	105244803	105244900	105297016	105297121	3199	13,0,0,0,3,27,0,1,0,0,69,0,6,34,0,0,0,92,2,0,13,0,7,117	0,0,5,0,0,0,0,3,22,25,0,46,0,0,31,1,1,0,17,0,0,32,0,0	55,28,28,1,0,104,43,0,2,0,5,0,30,0,0,0,115,0,0,0	8,0,12,85,0,0,0,0,0,104,15,0,0,0,0,0,0,0,0,0	226	233	1	1.0	1.0,NA,0.0,NA,1.0,1.0,NA,0.256,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.108,NA,1.0,0.0,1.0,1.0	0.876,1.0,0.706,0.012,NA,1.0,1.0,NA,1.0,0.0,0.256,NA,1.0,NA,NA,NA,1.0,NA,NA,NA	-0.195
3200	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105259185	105259268	105297016	105297121	105244803	105244900	105298781	105298871	3200	19,0,0,25,12,30,0,5,0,6,17,87,18,0,5,0,0,132,2,0,54,3,1,183	0,0,5,0,0,0,0,3,25,25,0,46,0,0,31,1,1,0,17,0,0,32,0,0	29,23,67,2,0,0,0,0,5,27,136,0,33,76,0,45,121,0,6,0	8,0,12,85,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0	255	233	1	1.0	1.0,NA,0.0,1.0,1.0,1.0,NA,0.604,0.0,0.18,1.0,0.633,1.0,NA,0.128,0.0,0.0,1.0,0.097,NA,1.0,0.079,1.0,1.0	0.768,1.0,0.836,0.021,NA,NA,NA,NA,1.0,0.314,0.984,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	-0.241
3201	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105280916	105281048	105291097	105291173	105244803	105244900	105297016	105297121	3201	13,0,0,0,3,27,0,1,0,0,69,0,6,34,0,0,0,92,2,0,13,0,7,117	0,0,0,0,0,0,0,0,0,1,9,37,0,0,0,0,0,8,0,0,0,108,4,0	55,28,28,1,0,104,43,0,2,0,5,0,30,0,0,0,115,0,0,0	0,0,0,0,0,0,0,1,0,11,0,0,92,0,0,0,0,277,0,0	226	282	1	1.0	1.0,NA,NA,NA,1.0,1.0,NA,1.0,NA,0.0,0.905,0.0,1.0,1.0,NA,NA,NA,0.935,1.0,NA,1.0,0.0,0.686,1.0	1.0,1.0,1.0,1.0,NA,1.0,1.0,0.0,1.0,0.0,1.0,NA,0.289,NA,NA,NA,1.0,0.0,NA,NA	0.054
3202	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105280916	105281048	105297016	105297121	105244803	105244900	105298781	105298871	3202	19,0,0,25,12,30,0,5,0,6,17,87,18,0,5,0,0,132,2,0,54,3,1,183	0,0,0,0,0,0,0,19,0,1,9,0,0,0,0,0,0,8,0,0,0,108,3,0	29,23,67,2,0,0,0,0,5,27,136,0,33,76,0,45,121,0,6,0	0,0,0,0,0,0,0,1,0,11,0,0,92,0,0,0,0,277,0,0	255	282	1	1.0	1.0,NA,NA,1.0,1.0,1.0,NA,0.225,NA,0.869,0.676,1.0,1.0,NA,1.0,NA,NA,0.948,1.0,NA,1.0,0.03,0.269,1.0	1.0,1.0,1.0,1.0,NA,NA,NA,0.0,1.0,0.731,1.0,NA,0.284,1.0,NA,1.0,1.0,0.0,1.0,NA	0.027
3203	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105280916	105281048	105291097	105291173	105259185	105259268	105297016	105297121	3203	13,0,0,40,3,27,0,1,0,0,69,0,6,34,0,0,0,92,2,0,13,0,6,117	0,0,0,0,48,34,0,150,16,15,0,37,0,0,25,0,0,111,24,0,0,0,5,2	55,28,28,1,0,104,43,0,2,0,0,0,30,0,0,0,115,0,0,0	172,0,0,64,0,0,0,0,6,56,98,0,39,44,0,20,29,0,0,0	226	282	1	1.0	1.0,NA,NA,1.0,0.072,0.498,NA,0.008,0.0,0.0,1.0,0.0,1.0,1.0,0.0,NA,NA,0.508,0.094,NA,1.0,NA,0.6,0.986	0.285,1.0,1.0,0.019,NA,1.0,1.0,NA,0.294,0.0,0.0,NA,0.49,0.0,NA,0.0,0.832,NA,NA,NA	0.06
3204	"ENSG00000085382.11_2"	"HACE1"	chr6	-	105280916	105281048	105297016	105297121	105259185	105259268	105298781	105298871	3204	19,0,0,25,12,30,0,5,0,6,17,87,18,0,5,0,0,132,2,0,54,3,1,183	0,0,0,0,48,34,0,169,16,15,0,0,0,0,25,0,0,111,24,0,0,0,4,2	29,23,67,2,0,0,0,0,5,77,149,0,16,76,0,45,121,0,6,0	172,0,0,64,0,0,0,0,6,56,98,0,39,44,0,20,29,0,0,0	255	282	1	1.0	1.0,NA,NA,1.0,0.217,0.494,NA,0.032,0.0,0.307,1.0,1.0,1.0,NA,0.181,NA,NA,0.568,0.084,NA,1.0,1.0,0.217,0.99	0.157,1.0,1.0,0.033,NA,NA,NA,NA,0.48,0.603,0.627,NA,0.312,0.656,NA,0.713,0.822,NA,1.0,NA	-0.023
3205	"ENSG00000111731.12_2"	"C2CD5"	chr12	-	22670919	22671071	22672048	22672173	22666227	22666313	22676359	22676558	3205	0,82,4,56,51,0,0,153,54,10,26,1,1,10,127,0,0,132,28,2,52,0,19,0	0,182,0,0,0,0,202,2,0,0,0,0,0,0,0,163,0,0,0,0,0,0,19,0	53,11,13,27,3,0,0,9,0,51,87,0,58,0,0,0,269,0,10,0	0,0,0,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	275	302	1	1.0	NA,0.331,1.0,1.0,1.0,NA,0.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NA,1.0,1.0,1.0,1.0,NA,0.523,NA	1.0,1.0,1.0,0.563,0.078,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA	-0.043
3207	"ENSG00000183091.19_2"	"NEB"	chr2	-	152363422	152363527	152364518	152364623	152362679	152362772	152369246	152369351	3207	0,0,38,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25	0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	255	255	1	1.0	NA,NA,1.0,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
3208	"ENSG00000183091.19_2"	"NEB"	chr2	-	152389955	152390060	152390728	152390833	152388305	152388410	152392204	152392309	3208	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	255	255	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	-0.5
3209	"ENSG00000123191.14_2"	"ATP7B"	chr13	-	52518244	52518427	52520419	52520614	52516521	52516690	52523797	52523932	3209	0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,42,0,0,0,0,0,2,0	0,0,0,0,2,0,0,0,29,4,8,0,0,2,0,2,0,0,0,0	0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0	345	333	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,0.0,0.659,NA,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,0.0,NA,NA,NA	-0.507
3210	"ENSG00000123191.14_2"	"ATP7B"	chr13	-	52520419	52520614	52523797	52523932	52518244	52518427	52524142	52524297	3210	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,167,0,0,0,0,0,0,0,0,26,0,0,46,28,0,0,0,0,0	18,0,0,0,17,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0	0,0,0,0,0,127,63,0,29,0,1,0,0,3,0,4,0,0,0,0	285	345	1	1.0	NA,NA,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,1.0,0.0,0.0,NA,0.0,NA,0.962,NA,NA,0.0,NA,0.645,NA,NA,NA,NA	-0.251
3211	"ENSG00000123191.14_2"	"ATP7B"	chr13	-	52532446	52532680	52534283	52534458	52531651	52531743	52535972	52536049	3211	0,0,0,0,0,25,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,14,53,0,0,0,0,0,0,80,0,0,0,0,2,38	0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	11,0,0,2,4,0,0,0,0,0,170,0,0,0,0,2,6,0,0,0	325	384	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,0.118,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0	0.0,NA,NA,0.0,0.805,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.052
3212	"ENSG00000243716.6"	"NPIPB5"	chr16	+	22530458	22530590	22530649	22530735	22525084	22525242	22535140	22535269	3212	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	282	236	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
3213	"ENSG00000108799.12_1"	"EZH1"	chr17	-	40874812	40874933	40876322	40876442	40872290	40872467	40879652	40879781	3213	0,0,23,0,0,0,336,0,1,1,0,0,0,58,29,17,0,64,13,95,8,0,22,0	123,8,0,7,34,0,0,0,3,3,0,23,95,0,2,0,8,0,0,0,0,0,28,8	5,1,0,16,0,0,0,0,0,144,31,0,38,16,0,7,0,0,0,0	18,0,6,3,3,0,0,0,68,26,70,0,32,1,0,1,0,0,44,0	270	271	1	1.0	0.0,0.0,1.0,0.0,0.0,NA,1.0,NA,0.251,0.251,NA,0.0,0.0,1.0,0.936,1.0,0.0,1.0,1.0,1.0,1.0,NA,0.441,0.0	0.218,1.0,0.0,0.843,0.0,NA,NA,NA,0.0,0.848,0.308,NA,0.544,0.941,NA,0.875,NA,NA,0.0,NA	0.029
3214	"ENSG00000108799.12_1"	"EZH1"	chr17	-	40874812	40874933	40879652	40879781	40872290	40872467	40880842	40880970	3214	1,18,0,29,95,0,217,4,41,0,64,0,2,0,48,0,9,0,13,2,0,0,6,8	123,8,0,7,34,0,0,0,3,3,0,23,95,0,2,0,8,0,0,0,0,0,28,8	69,58,71,0,7,0,0,0,2,13,28,0,40,0,0,0,30,0,3,0	18,0,6,3,3,0,0,0,46,26,60,0,32,1,0,1,0,0,44,0	279	271	1	1.0	0.008,0.686,NA,0.801,0.731,NA,1.0,1.0,0.93,0.0,1.0,0.0,0.02,NA,0.959,NA,0.522,NA,1.0,1.0,NA,NA,0.172,0.493	0.788,1.0,0.92,0.0,0.694,NA,NA,NA,0.041,0.327,0.312,NA,0.548,0.0,NA,0.0,1.0,NA,0.062,NA	0.169
3215	"ENSG00000108799.12_1"	"EZH1"	chr17	-	40879652	40879781	40880842	40880970	40874812	40874933	40882845	40882936	3215	0,13,23,21,58,24,0,8,26,8,0,0,0,94,66,1,9,0,19,198,64,0,10,40	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	64,44,1,0,6,0,0,40,2,35,30,0,22,0,0,0,4,100,0,0	0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0	278	279	1	1.0	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,NA,1.0,NA,NA,1.0,0.084,1.0,1.0,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA	0.083
3216	"ENSG00000108509.20_1"	"CAMTA2"	chr17	-	4884972	4885037	4885383	4885455	4884519	4884654	4886051	4886187	3216	1,47,0,0,9,0,0,19,28,0,0,0,0,10,24,16,0,21,7,0,0,0,0,8	3,23,0,25,0,12,0,106,1,0,1,0,3,118,26,0,0,0,18,8,0,26,6,2	7,5,0,36,2,1,2,0,3,0,1,0,54,0,0,0,0,0,0,0	30,0,0,32,0,0,0,8,0,40,6,0,21,60,0,28,18,0,11,0	222	215	1	1.0	0.244,0.664,NA,0.0,1.0,0.0,NA,0.148,0.964,NA,0.0,NA,0.0,0.076,0.472,1.0,NA,1.0,0.274,0.0,NA,0.0,0.0,0.795	0.184,1.0,NA,0.521,1.0,1.0,1.0,0.0,1.0,0.0,0.139,NA,0.713,0.0,NA,0.0,0.0,NA,0.0,NA	-0.068
3217	"ENSG00000108509.20_1"	"CAMTA2"	chr17	-	4884972	4885037	4885383	4885470	4884519	4884654	4886051	4886187	3217	2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,0,0,16	3,23,0,25,0,12,0,106,1,0,1,0,3,118,26,0,0,0,18,8,0,26,6,2	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	30,0,0,32,0,0,0,8,0,40,6,0,21,60,0,28,18,0,11,0	237	215	1	1.0	0.377,0.038,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.328,NA,NA,NA,0.357,0.0,NA,0.0,0.0,0.879	0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,0.0,0.029,NA,0.0,0.0,NA,0.0,NA	0.129
3218	"ENSG00000108509.20_1"	"CAMTA2"	chr17	-	4884972	4885037	4885383	4885522	4884519	4884654	4886051	4886187	3218	2,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,11,0,0,0,0,16	3,23,0,25,0,12,0,106,1,0,1,0,3,118,26,0,0,0,18,8,0,26,6,2	8,0,0,0,0,0,0,0,0,0,36,0,0,4,0,4,0,0,0,0	30,0,0,32,0,0,0,8,0,40,6,0,21,60,0,28,18,0,11,0	289	215	1	1.0	0.332,0.031,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.486,NA,NA,NA,0.313,0.0,NA,0.0,0.0,0.856	0.166,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.817,NA,0.0,0.047,NA,0.096,0.0,NA,0.0,NA	0.022
3219	"ENSG00000108509.20_1"	"CAMTA2"	chr17	-	4884972	4885126	4885383	4885455	4884519	4884654	4886051	4886187	3219	1,47,0,0,9,0,0,19,28,0,0,0,0,10,24,16,0,21,7,0,0,0,0,8	3,141,67,94,10,45,0,106,21,9,0,0,3,185,30,0,0,0,18,8,0,26,23,54	7,5,0,36,2,1,2,0,3,0,1,0,54,0,0,0,0,0,0,0	44,57,6,46,0,0,0,70,2,91,25,0,22,166,0,90,18,0,38,0	222	304	1	1.0	0.313,0.313,0.0,0.0,0.552,0.0,NA,0.197,0.646,0.0,NA,NA,0.0,0.069,0.523,1.0,NA,1.0,0.347,0.0,NA,0.0,0.0,0.169	0.179,0.107,0.0,0.517,1.0,1.0,1.0,0.0,0.673,0.0,0.052,NA,0.771,0.0,NA,0.0,0.0,NA,0.0,NA	-0.061
3220	"ENSG00000108509.20_1"	"CAMTA2"	chr17	-	4884972	4885126	4885383	4885470	4884519	4884654	4886051	4886187	3220	2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,0,0,16	3,141,67,94,10,45,0,106,21,9,0,0,3,185,30,0,0,0,18,8,0,26,23,54	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	44,57,6,46,0,0,0,70,2,91,25,0,22,166,0,90,18,0,38,0	237	304	1	1.0	0.461,0.009,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.374,NA,NA,NA,0.439,0.0,NA,0.0,0.0,0.275	0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.015,NA,0.0,0.0,NA,0.0,NA	0.09
3221	"ENSG00000108509.20_1"	"CAMTA2"	chr17	-	4884972	4885126	4885383	4885522	4884519	4884654	4886051	4886187	3221	2,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,11,0,0,0,0,16	3,141,67,94,10,45,0,106,21,9,0,0,3,185,30,0,0,0,18,8,0,26,23,54	8,0,0,0,0,0,0,0,0,0,36,0,0,4,0,4,0,0,0,0	44,57,6,46,0,0,0,70,2,91,25,0,22,166,0,90,18,0,38,0	289	304	1	1.0	0.412,0.007,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.536,NA,NA,NA,0.391,0.0,NA,0.0,0.0,0.238	0.161,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.602,NA,0.0,0.025,NA,0.045,0.0,NA,0.0,NA	0.029
3223	"ENSG00000197948.10_1"	"FCHSD1"	chr5	-	141021963	141022070	141022567	141022655	141021268	141021324	141023784	141024005	3223	0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	238	257	1	1.0	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
3224	"ENSG00000048392.11_1"	"RRM2B"	chr8	-	103226281	103226386	103244458	103244532	103225003	103225117	103251054	103251102	3224	0,14,13,0,11,0,0,56,0,4,30,0,0,0,0,0,0,0,0,10,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0	6,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,1,0,0	0,0,86,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0	224	255	1	1.0	NA,1.0,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	1.0,NA,0.038,NA,0.0,NA,NA,0.0,NA,1.0,NA,NA,1.0,0.0,NA,0.0,NA,1.0,NA,NA	0.44
3225	"ENSG00000166233.13_2"	"ARIH1"	chr15	+	72810407	72810475	72837160	72837305	72766666	72767355	72847611	72847704	3225	0,0,0,0,7,0,0,0,0,0,0,8,1,0,0,0,38,0,0,3,0,0,1,3	49,47,38,0,27,0,135,7,66,0,95,0,21,0,75,38,0,0,37,0,0,9,7,2	0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0	74,0,32,48,11,558,244,0,4,108,0,0,73,9,0,7,0,0,27,0	218	295	1	1.0	0.0,0.0,0.0,NA,0.26,NA,0.0,0.0,0.0,NA,0.0,1.0,0.061,NA,0.0,0.0,1.0,NA,0.0,1.0,NA,0.0,0.162,0.67	0.0,NA,0.175,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.053,0.0,NA,0.0,NA,NA,0.0,NA	0.212
3227	"ENSG00000119318.12_2"	"RAD23B"	chr9	+	110062421	110062503	110064315	110064395	110045559	110045976	110068659	110068928	3227	0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,29,1,11,0,0,0,0	1,22,49,51,80,208,35,219,79,8,39,0,0,120,76,18,1,31,51,87,314,0,23,15	1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0	38,21,108,27,6,6,2,49,20,186,218,2482,22,101,0,87,124,0,26,0	232	230	1	1.0	0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.025,NA,NA,0.0,0.013,0.0,0.0,0.481,0.019,0.111,0.0,NA,0.0,0.0	0.025,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,NA,0.0,0.0,NA,0.0,NA	0.013
3228	"ENSG00000239521.7_2"	"GATS"	chr7	-	99820219	99820343	99821192	99821321	99798275	99800226	99821504	99821698	3228	2,184,30,36,29,111,14,217,8,19,0,0,0,50,58,0,99,261,26,26,91,34,1,112	0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0	42,133,133,19,47,0,0,9,77,140,739,0,35,0,2,0,35,0,0,0	0,1,47,38,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0	279	274	1	1.0	1.0,1.0,1.0,1.0,1.0,0.673,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,0.099,1.0,1.0,1.0,1.0	1.0,0.992,0.735,0.329,1.0,NA,NA,1.0,1.0,0.797,1.0,NA,0.873,NA,1.0,NA,1.0,NA,NA,NA	0.045
3230	"ENSG00000226174.6_2"	"TEX22"	chr14	+	105911754	105911848	105915695	105915746	105905008	105905076	105916394	105916443	3230	0,0,0,15,0,30,0,0,2,0,0,0,0,70,0,8,0,0,4,0,0,0,1,0	0,0,0,11,0,0,0,0,0,0,0,0,0,53,0,0,0,26,0,0,0,0,0,0	0,0,0,0,15,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	244	201	1	1.0	NA,NA,NA,0.529,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,0.521,NA,1.0,NA,0.0,1.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.244
3231	"ENSG00000164609.9_1"	"SLU7"	chr5	-	159844118	159844248	159845602	159845692	159842131	159842317	159846029	159846088	3231	0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	240	280	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.717
