ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4093	"ENSG00000090905.18_2"	"TNRC6A"	chr16	+	24816334	24817054	24816334	24816472	24816925	24817054	4093	0,0,0,0,1,60,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,9,0	157,58,2,23,49,8,0,2,8,8,80,6,107,22,38,0,0,0,17,3,69,0,12,3	1,46,13,20,5,0,0,24,16,9,5,0,0,0,0,0,0,0,44,0	18,83,2,0,24,0,0,7,0,72,5,0,0,7,0,6,0,53,7,0	603	150	1	1.0	0.0,0.0,0.0,0.0,0.005,0.651,NA,0.0,0.0,0.03,0.0,0.0,0.0,0.169,0.0,NA,NA,NA,0.0,0.0,0.0,NA,0.157,0.0	0.014,0.121,0.618,1.0,0.049,NA,NA,0.46,1.0,0.03,0.199,NA,NA,0.0,NA,0.0,NA,0.0,0.61,NA	-0.262
4094	"ENSG00000090905.18_2"	"TNRC6A"	chr16	+	24816334	24817054	24816334	24816472	24816994	24817054	4094	0,0,0,17,6,60,357,0,3,1,4,0,0,81,0,0,0,0,0,0,0,0,14,11	0,0,0,0,0,0,0,0,0,7,32,0,0,0,3,0,0,0,0,0,0,0,7,0	36,46,13,20,20,0,0,29,18,74,5,0,25,98,0,47,16,0,52,0	0,38,0,0,0,0,0,0,14,1,12,0,0,0,0,0,0,0,0,0	672	150	1	1.0	NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,0.031,0.027,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.309,1.0	1.0,0.213,1.0,1.0,1.0,NA,NA,1.0,0.223,0.943,0.085,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	-0.149
4095	"ENSG00000147130.14_1"	"ZMYM3"	chrX	-	70467194	70467756	70467194	70467360	70467583	70467756	4095	0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,5,0	0,0,16,31,24,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,9,0,115,66,0,0,68,14,0,0,9,0,1,0,0,0,0	373	150	1	1.0	NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.251,0.0	NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.281
4096	"ENSG00000134222.16_2"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823538	109823729	109823873	4096	0,0,2,13,9,0,0,202,0,19,18,26,0,64,0,80,0,0,0,1,18,0,4,24	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	79,51,47,39,9,0,0,0,3,169,6,0,0,13,0,2,351,56,0,0	4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0	341	150	1	1.0	NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,NA,1.0,NA,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0	0.897,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,0.78,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,NA,NA	0.027
4097	"ENSG00000134222.16_2"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823668	109823758	109823873	4097	0,5,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1	0,1,0,0,6,0,0,0,0,0,0,0,0,1,33,0,0,0,15,1,6,0,0,0	27,34,0,7,0,0,0,0,3,92,0,0,0,13,0,2,0,0,28,0	0,44,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0	240	150	1	1.0	NA,0.758,1.0,NA,0.0,NA,NA,1.0,NA,1.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,NA,1.0,1.0	1.0,0.326,NA,1.0,NA,NA,NA,NA,1.0,0.935,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0,NA	-0.428
4098	"ENSG00000134222.16_2"	"PSRC1"	chr1	-	109825139	109825353	109825139	109825197	109825301	109825353	4098	0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0	56,0,0,15,0,0,0,49,22,0,0,0,22,43,1,0,0,0,5,0,20,0,6,0	0,0,0,0,0,0,0,0,0,23,365,0,0,0,0,0,15,0,0,0	0,1,22,0,13,0,0,0,0,54,0,0,0,10,0,6,13,0,0,0	254	150	1	1.0	0.0,NA,NA,0.0,NA,NA,NA,0.673,0.0,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,0.0,NA,0.371,NA	NA,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.201,1.0,NA,NA,0.0,NA,0.0,0.405,NA,NA,NA	-0.096
4100	"ENSG00000136699.19_2"	"SMPD4"	chr2	-	130911849	130912832	130911849	130912055	130912668	130912832	4100	0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,18,0,35,0,0,2,0	0,0,0,53,3,0,0,0,4,6,13,0,0,0,3,0,0,5,3,0,0,0,9,0	17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	25,34,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0	763	150	1	1.0	NA,NA,NA,0.022,0.0,NA,NA,NA,0.0,0.116,0.0,NA,NA,NA,0.0,NA,NA,0.414,0.0,1.0,NA,NA,0.042,NA	0.118,0.0,NA,NA,1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.064
4101	"ENSG00000136699.19_2"	"SMPD4"	chr2	-	130913607	130914248	130913607	130913708	130914157	130914248	4101	0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,0	117,0,0,65,4,119,0,0,0,37,0,0,75,0,0,0,0,22,2,0,0,0,28,0	17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,16,0	0,0,0,29,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0	599	150	1	1.0	0.0,NA,NA,0.0,0.334,0.0,NA,NA,NA,0.0,NA,NA,0.0,1.0,NA,NA,NA,0.17,0.0,NA,NA,NA,0.0,NA	1.0,NA,NA,0.0,NA,NA,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.516
4105	"ENSG00000187848.12_2"	"P2RX2"	chr12	+	133198060	133198558	133198060	133198126	133198204	133198558	4105	0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	228	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
4106	"ENSG00000187848.12_2"	"P2RX2"	chr12	+	133198204	133198558	133198204	133198282	133198483	133198558	4106	119,1,0,29,0,0,169,0,0,0,39,0,46,0,32,0,0,0,10,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0	45,0,16,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	351	150	1	1.0	1.0,1.0,NA,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,0.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	1.0,NA,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.111
4109	"ENSG00000011295.15_2"	"TTC19"	chr17	+	15929853	15932100	15929853	15930016	15930687	15932100	4109	0,0,0,50,77,0,0,19,50,0,19,0,0,44,55,28,0,29,20,136,36,0,15,8	54,0,0,26,183,0,0,4,22,2,0,22,40,128,1,0,0,20,0,0,25,0,14,24	125,139,89,4,24,0,0,0,0,42,107,0,16,87,0,35,43,295,0,0	31,13,0,82,0,0,0,32,0,73,238,0,96,0,0,0,6,0,32,0	821	150	1	1.0	0.0,NA,NA,0.26,0.071,NA,NA,0.465,0.293,0.0,1.0,0.0,0.0,0.059,0.909,1.0,NA,0.209,1.0,1.0,0.208,NA,0.164,0.057	0.424,0.661,1.0,0.009,1.0,NA,NA,0.0,NA,0.095,0.076,NA,0.03,1.0,NA,1.0,0.567,1.0,0.0,NA	-0.118
4111	"ENSG00000137801.10_2"	"THBS1"	chr15	+	39885597	39886397	39885597	39885869	39886299	39886397	4111	0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,394,93,18,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	580	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,0.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.25
4116	"ENSG00000127837.9_1"	"AAMP"	chr2	-	219130301	219130669	219130301	219130405	219130553	219130669	4116	0,22,0,4,0,125,0,0,0,0,0,0,0,73,46,0,0,0,16,0,0,0,10,2	14,0,0,0,0,32,0,0,73,0,0,0,10,0,0,0,1,0,0,0,0,0,4,0	0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	32,0,31,0,0,0,0,0,3,41,1,0,0,0,0,0,0,0,0,0	298	150	1	1.0	0.0,1.0,NA,1.0,NA,0.663,NA,NA,0.0,NA,NA,NA,0.0,1.0,1.0,NA,0.0,NA,1.0,NA,NA,NA,0.557,1.0	0.0,NA,0.075,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.587
4117	"ENSG00000115091.11_2"	"ACTR3"	chr2	+	114709296	114713283	114709296	114709422	114713199	114713283	4117	5,22,2,188,64,287,33,350,22,58,341,3,0,0,125,36,7,270,38,134,49,0,10,32	0,0,0,24,66,0,0,94,27,0,1,1,0,4,63,0,0,34,20,0,0,0,7,27	201,46,24,46,5,41,8,21,65,273,10,1,12,327,0,78,19,0,50,1	171,7,109,243,0,0,0,15,0,79,89,0,23,19,0,13,64,18,30,0	3927	150	1	1.0	1.0,1.0,1.0,0.23,0.036,1.0,1.0,0.125,0.03,1.0,0.929,0.103,NA,0.0,0.07,1.0,1.0,0.233,0.068,1.0,1.0,NA,0.052,0.043	0.043,0.201,0.008,0.007,1.0,1.0,1.0,0.051,1.0,0.117,0.004,1.0,0.02,0.397,NA,0.186,0.011,0.0,0.06,1.0	0.168
4119	"ENSG00000249115.8_2"	"HAUS5"	chr19	+	36110514	36111025	36110514	36110660	36110913	36111025	4119	10,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	403	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.333
4121	"ENSG00000026036.21_2"	"RTEL1-TNFRSF6B"	chr20	+	62309497	62309699	62309497	62309536	62309620	62309699	4121	0,0,0,6,0,42,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,0,4,0	0,0,0,0,4,0,0,0,0,0,0,0,0,127,0,0,0,158,0,0,0,19,9,64	0,2,0,0,1,0,0,0,10,0,18,0,0,0,0,0,40,0,0,0	0,0,0,27,0,0,0,0,40,62,0,0,0,0,0,0,36,0,1,0	234	150	1	1.0	NA,NA,NA,1.0,0.0,1.0,NA,NA,NA,NA,1.0,NA,NA,0.029,NA,NA,NA,0.0,NA,NA,NA,0.0,0.222,0.0	NA,1.0,NA,0.0,1.0,NA,NA,NA,0.138,0.0,1.0,NA,NA,NA,NA,NA,0.416,NA,0.0,NA	-0.083
4122	"ENSG00000026036.21_2"	"RTEL1-TNFRSF6B"	chr20	+	62321102	62321563	62321102	62321218	62321439	62321563	4122	0,0,0,9,25,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0	0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0	0,69,0,0,0,0,0,0,10,11,72,0,0,0,0,0,0,0,6,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	371	150	1	1.0	NA,NA,NA,0.313,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,0.69,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.275
4123	"ENSG00000026036.21_2"	"RTEL1-TNFRSF6B"	chr20	+	62323094	62324356	62323094	62323190	62324157	62324356	4123	0,3,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0	0,0,42,2,5,0,130,0,0,1,94,0,0,0,0,5,0,0,0,0,0,93,4,0	116,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1	0,13,6,0,0,21,14,0,0,0,0,0,0,0,0,0,40,0,0,0	1117	150	1	1.0	NA,1.0,0.0,0.0,0.0,1.0,0.0,NA,NA,0.0,0.0,NA,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA	1.0,0.0,0.0,NA,NA,0.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0	-0.125
4124	"ENSG00000026036.21_2"	"RTEL1-TNFRSF6B"	chr20	+	62327130	62328544	62327130	62327207	62328112	62328544	4124	0,0,10,15,0,80,0,0,30,52,105,0,0,0,183,0,0,12,33,0,0,47,0,2	0,0,8,5,0,0,0,0,0,2,0,0,0,0,28,0,0,241,20,0,0,0,4,0	0,2,0,3,36,0,0,0,14,112,0,0,0,0,0,0,35,0,22,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	1055	150	1	1.0	NA,NA,0.151,0.299,NA,1.0,NA,NA,1.0,0.787,1.0,NA,NA,NA,0.482,NA,NA,0.007,0.19,NA,NA,1.0,0.0,1.0	NA,1.0,NA,1.0,1.0,NA,NA,NA,1.0,0.941,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-0.415
4125	"ENSG00000049283.17_2"	"EPN3"	chr17	+	48613781	48614479	48613781	48613986	48614068	48614479	4125	0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	232	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.179
4128	"ENSG00000100288.19_2"	"CHKB"	chr22	-	51018618	51018845	51018618	51018700	51018786	51018845	4128	0,0,0,11,29,236,0,55,0,0,0,17,0,18,51,22,0,0,17,85,0,3,7,15	24,0,4,2,0,27,0,266,38,18,47,0,14,0,0,0,14,0,0,1,188,0,0,86	0,33,126,19,12,0,0,29,1,129,275,0,66,0,6,0,0,0,0,0	65,129,79,10,11,0,0,0,9,19,3,0,0,19,0,14,95,0,0,0	236	150	1	1.0	0.0,NA,0.0,0.778,1.0,0.847,NA,0.116,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,NA,1.0,0.982,0.0,1.0,1.0,0.1	0.0,0.14,0.503,0.547,0.409,NA,NA,1.0,0.066,0.812,0.983,NA,1.0,0.0,1.0,0.0,0.0,NA,NA,NA	0.054
4129	"ENSG00000100288.19_2"	"CHKB"	chr22	-	51020177	51020786	51020177	51020291	51020677	51020786	4129	0,12,61,24,32,215,994,3,0,51,73,114,0,76,54,17,0,207,8,0,0,0,19,45	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1	234,330,6,5,14,2,0,2,1,0,123,0,98,5,0,0,27,0,33,0	38,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	536	150	1	1.0	NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,0.883,1.0,NA,1.0,1.0,NA,NA,NA,1.0,0.926	0.633,1.0,0.04,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,NA,1.0,NA,1.0,NA	0.091
4131	"ENSG00000149136.8_1"	"SSRP1"	chr11	-	57094176	57094988	57094176	57094363	57094899	57094988	4131	0,0,0,0,0,5,0,0,4,0,0,0,0,0,26,0,0,0,6,0,0,0,0,7	0,0,1,17,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,0	0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,13,0,0,3,169,104,0,0,2,0,0,6,0,0,0,11,0,0,0	686	150	1	1.0	NA,NA,0.0,0.0,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,1.0,NA,NA,NA,0.0,1.0	NA,0.0,1.0,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA	0.431
4132	"ENSG00000149136.8_1"	"SSRP1"	chr11	-	57095770	57097612	57095770	57095900	57097566	57097612	4132	38,0,0,18,0,0,0,0,26,8,0,0,15,1,6,0,0,0,1,0,0,0,0,0	0,0,0,0,30,0,0,0,3,1,0,0,0,47,59,0,4,0,26,61,87,9,0,0	0,112,0,0,0,0,0,0,0,0,26,0,0,1,0,0,120,0,0,0	8,8,0,11,2,0,0,0,6,44,28,0,0,0,0,0,8,0,0,0	1816	150	1	1.0	1.0,NA,NA,1.0,0.0,NA,NA,NA,0.417,0.398,NA,NA,1.0,0.002,0.008,NA,0.0,NA,0.003,0.0,0.0,0.0,NA,NA	0.0,0.536,NA,0.0,0.0,NA,NA,NA,0.0,0.0,0.071,NA,NA,1.0,NA,NA,0.553,NA,NA,NA	0.054
4133	"ENSG00000149136.8_1"	"SSRP1"	chr11	-	57097764	57098401	57097764	57097903	57098328	57098401	4133	0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,6,0,0,0,9,0,0,0,0,0,64,0,0,0,32,0,0,0,0,0	1,34,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,23,0,0,0,0,23,4,45,0,0,7,0,4,6,0,8,0	575	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,1.0,0.104,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	1.0,1.0,NA,0.0,1.0,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA	-0.052
4134	"ENSG00000055955.15_2"	"ITIH4"	chr3	-	52852067	52852299	52852067	52852184	52852272	52852299	4134	0,0,0,0,0,2,0,5,0,4,46,0,0,103,1,0,0,93,2,0,0,0,11,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,72,5,0,23,0,0,0,0,0,0,0,0,38,0,15,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,59,0,0,0,0	238	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA	NA,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.186,NA,0.138,NA,NA,NA,NA	0.335
4135	"ENSG00000055955.15_2"	"ITIH4"	chr3	-	52853769	52854006	52853769	52853808	52853955	52854006	4135	0,0,0,15,0,0,0,0,0,2,23,0,0,18,0,0,0,0,0,1,0,26,5,0	0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,42,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	297	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,0.336,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0,NA	NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.095
4138	"ENSG00000077380.15_2"	"DYNC1I2"	chr2	+	172582428	172582803	172582428	172582591	172582703	172582803	4138	0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18	0,82,43,49,11,83,0,162,93,34,0,0,0,51,109,0,0,0,54,0,0,0,27,0	0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	103,17,0,83,23,101,56,0,35,39,239,0,15,125,0,87,36,99,10,0	262	150	1	1.0	NA,0.159,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,1.0	0.0,0.592,NA,0.02,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA	0.048
4139	"ENSG00000133112.16_1"	"TPT1"	chr13	-	45914846	45915293	45914846	45914955	45915176	45915293	4139	0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,199,0,13,0,0,0,0	0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	23,0,31,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	371	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	-0.2
4140	"ENSG00000015479.17_2"	"MATR3"	chr5	+	138650363	138651877	138650363	138650425	138651764	138651877	4140	140,52,37,206,56,59,484,130,113,29,61,5,31,97,296,185,3,239,79,106,160,87,39,113	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	375,382,316,142,85,301,78,20,166,557,354,0,42,200,0,65,163,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1489	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.663,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,NA,NA	-0.014
4145	"ENSG00000143379.12_1"	"SETDB1"	chr1	+	150935449	150936217	150935449	150935615	150936005	150936217	4145	0,0,17,0,0,36,1,1,9,0,15,0,0,7,13,0,0,0,1,50,0,0,12,1	0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,13,23,0,0,0,0,0,0,5,0,0,38,0,0,0,32,0,0,0	0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	540	150	1	1.0	NA,0.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,1.0,1.0	1.0,1.0,0.079,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA	0.077
4146	"ENSG00000036672.15_2"	"USP2"	chr11	-	119229733	119230052	119229733	119229844	119229940	119230052	4146	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	96,0,0,28,26,19,0,152,0,10,30,2,54,21,0,1,0,0,0,49,0,0,10,0	0,0,0,59,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	191,0,0,12,18,33,14,12,11,53,12,0,0,42,0,14,25,0,27,0	246	150	1	1.0	0.0,NA,NA,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,0.0,NA,NA,0.234,NA	0.0,NA,NA,0.75,0.306,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA	-0.063
4147	"ENSG00000166965.12_2"	"RCCD1"	chr15	+	91499841	91500733	91499841	91500130	91500342	91500733	4147	0,0,12,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,61,0,5,1	0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0	55,27,1,0,0,0,0,0,0,3,1,0,0,19,0,3,46,0,0,0	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0	362	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0	1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,0.121,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA	-0.176
4153	"ENSG00000113971.18_2"	"NPHP3"	chr3	-	132403397	132405231	132403397	132403638	132405103	132405231	4153	151,0,0,9,19,0,0,0,15,0,0,2,42,0,0,0,0,0,0,0,38,0,13,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,96,0,0,10,122,28,0,0,62,13,0,2,6,0,0,12,0,21,0	0,0,0,0,0,0,0,27,0,9,0,0,0,89,0,63,0,0,0,0	1615	150	1	1.0	1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0	NA,1.0,NA,NA,1.0,1.0,1.0,0.0,NA,0.39,1.0,NA,1.0,0.006,NA,0.0,1.0,NA,1.0,NA	0.3
