ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3850	"ENSG00000164904.16_2"	"ALDH7A1"	chr5	-	125885840	125885985	125885887	125885985	125885620	125885694	3850	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0	196	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.5
3856	"ENSG00000110619.16_1"	"CARS"	chr11	-	3023191	3023283	3023199	3023283	3022159	3022478	3856	72,25,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0,0,0,0,129,3,6,8	2,0,0,22,0,0,0,4,0,17,0,0,0,1,0,3,71,0,17,0	39,0,0,18,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0	157	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,0.0,1.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0	0.047,NA,NA,0.539,NA,NA,NA,1.0,NA,0.376,NA,NA,NA,1.0,0.0,1.0,1.0,NA,1.0,NA	-0.262
3859	"ENSG00000164877.18_1"	"MICALL2"	chr7	-	1477069	1477244	1477170	1477244	1476377	1476492	3859	0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10	0,0,0,4,1,0,0,0,0,0,0,0,0,0,34,0,0,31,19,0,0,99,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	29,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,198,0,0,0	250	150	1	1.0	NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,0.0,0.0,1.0	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.222
3865	"ENSG00000114812.12_1"	"VIPR1"	chr3	+	42572270	42572424	42572270	42572404	42572962	42573023	3865	0,0,0,10,119,0,0,2,0,0,0,0,0,19,0,0,0,195,0,2,0,0,0,0	0,0,0,43,0,0,0,0,32,0,0,0,0,0,30,0,0,0,27,0,0,2,0,43	0,0,0,0,0,263,136,4,0,0,0,0,0,0,0,0,10,0,0,0	1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	169	150	1	1.0	NA,NA,NA,0.171,1.0,NA,NA,1.0,0.0,NA,NA,NA,NA,1.0,0.0,NA,NA,1.0,0.0,1.0,NA,0.0,NA,0.0	0.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.197
3866	"ENSG00000099917.17_2"	"MED15"	chr22	+	20891403	20891502	20891403	20891491	20905722	20905774	3866	0,115,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,14,0,6,0,0,8,0,10,0,0,0,77,0,0,0,0,0,0,0,0,25,6	0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0	15,4,0,21,4,0,0,0,7,53,2,0,0,0,0,8,0,0,0,0	160	150	1	1.0	NA,1.0,0.0,1.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	0.0,0.0,NA,0.0,0.0,NA,NA,NA,0.0,0.0,0.701,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.135
3868	"ENSG00000215374.5_1"	"FAM66B"	chr8	-	7206494	7206668	7206604	7206668	7182658	7182720	3868	21,0,0,1,2,0,0,0,0,12,0,0,15,0,0,1,0,0,0,0,0,0,2,12	0,45,7,41,14,0,0,91,24,1,46,0,0,102,3,75,4,0,1,50,0,42,31,40	0,0,0,0,0,0,0,0,0,44,55,0,0,0,0,0,1,0,0,0	116,40,80,2,10,0,0,0,31,71,203,0,47,22,0,11,34,0,0,0	259	150	1	1.0	1.0,0.0,0.0,0.014,0.076,NA,NA,0.0,0.0,0.874,0.0,NA,1.0,0.0,0.0,0.008,0.0,NA,0.0,0.0,NA,0.0,0.036,0.148	0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.264,0.136,NA,0.0,0.0,NA,0.0,0.017,NA,NA,NA	0.131
3869	"ENSG00000215374.5_1"	"FAM66B"	chr8	-	7206494	7206668	7206604	7206668	7182658	7182937	3869	21,0,0,0,2,0,0,0,0,14,0,0,15,0,0,1,0,0,0,0,0,0,2,12	0,0,0,4,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	259	150	1	1.0	1.0,NA,NA,0.0,1.0,0.0,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.028
3872	"ENSG00000100209.9_1"	"HSCB"	chr22	+	29140602	29140697	29140602	29140692	29141851	29141996	3872	0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
3873	"ENSG00000182109.7_2"	"RP11-69E11.4"	chr1	-	39994687	39994836	39994726	39994836	39987951	39988177	3873	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,50,0,0,0,0,0,23	25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0	0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	188	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,1.0,1.0,0.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.267
3874	"ENSG00000182109.7_2"	"RP11-69E11.4"	chr1	-	39994687	39994836	39994726	39994836	39989478	39989568	3874	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,19,63,0,0,0,0,0,0,0,0,0,0	188	150	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0
3875	"ENSG00000105520.10_1"	"PLPPR2"	chr19	+	11474388	11474511	11474388	11474495	11474836	11474888	3875	0,1,59,12,0,22,0,74,0,0,0,0,0,58,111,0,98,0,51,2,0,0,18,0	0,74,0,17,18,170,0,4,0,3,0,0,0,44,3,0,0,0,0,0,0,0,7,0	102,60,7,38,3,227,102,0,0,80,50,0,3,56,0,44,80,0,0,0	0,4,30,7,6,130,51,0,40,59,12,0,0,3,0,5,0,0,7,0	165	150	1	1.0	NA,0.012,1.0,0.391,0.0,0.105,NA,0.944,NA,0.0,NA,NA,NA,0.545,0.971,NA,1.0,NA,1.0,1.0,NA,NA,0.7,NA	1.0,0.932,0.175,0.832,0.313,0.614,0.645,NA,0.0,0.552,0.791,NA,1.0,0.944,NA,0.889,1.0,NA,0.0,NA	-0.056
3876	"ENSG00000186591.11_2"	"UBE2H"	chr7	-	129520718	129520811	129520734	129520811	129519407	129519482	3876	0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	158,0,49,19,0,4,127,0,5,25,15,0,83,16,43,0,58,0,18,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,73,13,10,0,0,3,0,32,275,0,24,7,1,3,0,170,4,0	165	150	1	1.0	0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.776,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,NA,NA,0.0,NA	NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA	0.055
3878	"ENSG00000108465.14_2"	"CDK5RAP3"	chr17	+	46050884	46051059	46050884	46051016	46051296	46051397	3878	0,0,0,0,0,0,0,0,50,17,0,0,0,0,1,0,0,0,1,0,0,0,8,0	0,0,7,42,11,0,136,4,10,6,31,82,0,52,0,0,14,29,0,0,58,75,9,5	48,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	34,95,77,105,5,0,0,59,0,97,32,0,57,30,0,19,99,0,0,0	192	150	1	1.0	NA,NA,0.0,0.0,0.0,NA,0.0,0.0,0.796,0.689,0.0,0.0,NA,0.0,1.0,NA,0.0,0.0,1.0,NA,0.0,0.0,0.41,0.0	0.524,0.0,0.14,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	0.161
3879	"ENSG00000108465.14_2"	"CDK5RAP3"	chr17	+	46050884	46051062	46050884	46051016	46051296	46051397	3879	0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0	0,0,7,42,11,0,136,4,10,6,31,82,0,52,0,0,14,29,0,0,58,75,9,5	0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	34,95,77,105,5,0,0,59,0,97,32,0,57,30,0,19,99,0,0,0	195	150	1	1.0	NA,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.685,0.0,0.0,NA,0.0,1.0,NA,0.0,0.0,1.0,NA,0.0,0.0,0.0,0.0	0.0,0.0,0.138,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	0.138
3883	"ENSG00000126226.21_2"	"PCID2"	chr13	-	113862337	113862964	113862912	113862964	113854740	113854830	3883	0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,1,8,12,21,0,0,27,4,6,11,0,0,0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,0,0,0	0,21,0,0,0,0,0,0,0,3,22,0,0,6,0,5,0,0,0,0	300	150	1	1.0	NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.333,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,0.0,NA,0.0,1.0,NA,NA,NA	-0.252
3886	"ENSG00000185813.10_2"	"PCYT2"	chr17	-	79865429	79865733	79865648	79865733	79864635	79864774	3886	0,1,0,2,18,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,16,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,51,0,0,0,26,1,16,11,0,28,84,0,81,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0	300	150	1	1.0	NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,NA,0.0,NA	0.111
3888	"ENSG00000075711.20_2"	"DLG1"	chr3	-	196812166	196812627	196812450	196812627	196807921	196807988	3888	0,1,0,8,0,0,0,27,0,4,0,16,0,0,9,0,0,0,0,171,5,0,1,0	0,0,16,16,42,0,0,3,133,13,64,2,0,119,143,0,72,0,82,0,39,17,12,40	0,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,18,0,8,0	112,0,45,64,2,0,0,0,21,2,803,0,132,20,0,17,0,35,25,0	300	150	1	1.0	NA,1.0,0.0,0.2,0.0,NA,NA,0.818,0.0,0.133,0.0,0.8,NA,0.0,0.031,NA,0.0,NA,0.0,1.0,0.06,0.0,0.04,0.0	0.0,NA,0.0,0.0,0.875,NA,NA,NA,0.0,0.0,0.0,NA,0.0,0.111,NA,0.0,1.0,0.0,0.138,NA	0.063
3892	"ENSG00000162909.17_1"	"CAPN2"	chr1	+	223949282	223949441	223949282	223949319	223949887	223949953	3892	0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0	0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0	20,169,22,0,19,67,34,0,0,2,0,0,9,0,0,0,0,0,0,0	271	150	1	1.0	NA,NA,NA,0.0,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.0,0.116,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA	0.126
3893	"ENSG00000161835.10_1"	"GRASP"	chr12	+	52404822	52404991	52404822	52404925	52407470	52407564	3893	0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	405,12,0,34,0,0,0,0,0,1,51,0,219,0,64,68,29,8,24,252,4,0,5,2	0,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	34,0,0,96,16,4,0,0,54,0,68,0,0,26,1,20,2,0,0,0	215	150	1	1.0	0.0,0.0,NA,0.02,1.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.122,0.0	0.0,NA,NA,0.242,0.0,0.0,NA,NA,0.0,1.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,NA,NA	-0.042
3894	"ENSG00000004766.15_1"	"VPS50"	chr7	+	92869178	92869263	92869178	92869247	92881965	92882088	3894	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,49,68,0,0,95,0,0,16,1,0,0,67,0,209,0,38,3,0,0,9,2	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	105,10,2,78,0,1,1,37,9,5,0,0,112,100,0,55,13,0,0,0	165	150	1	1.0	NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,NA,0.0,0.0,NA,NA,0.0,0.0	0.0,0.0,0.0,0.0,NA,0.0,0.0,0.047,0.0,0.0,NA,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	-0.004
3895	"ENSG00000004766.15_1"	"VPS50"	chr7	+	92926053	92926271	92926053	92926148	92926456	92926555	3895	12,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0	166,0,0,8,35,0,0,2,1,0,19,0,109,0,33,0,0,0,21,1,0,0,3,45	3,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0	21,0,0,3,0,88,39,0,3,64,57,0,0,21,0,7,0,0,39,0	272	150	1	1.0	0.038,NA,NA,0.0,0.0,NA,NA,0.355,0.0,NA,0.0,NA,0.025,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,0.0,0.0	0.073,NA,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,0.489,NA,NA,0.0,NA,0.0,NA,NA,0.0,NA	-0.021
3896	"ENSG00000092096.15_2"	"SLC22A17"	chr14	-	23816668	23816940	23816722	23816940	23816309	23816421	3896	11,246,0,53,4,0,0,0,0,16,0,0,3,1,2,0,0,0,0,0,0,0,0,9	4,365,41,95,19,141,3,49,99,2,170,2,4,255,134,120,0,75,80,21,69,13,15,17	1,13,0,0,15,0,0,0,0,9,6,0,7,0,0,0,0,0,0,0	80,17,8,49,19,0,0,0,4,171,70,0,100,25,0,7,136,1,5,0	203	150	1	1.0	0.67,0.332,0.0,0.292,0.135,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.357,0.003,0.011,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.281	0.009,0.361,0.0,0.0,0.368,NA,NA,NA,0.0,0.037,0.06,NA,0.049,0.0,NA,0.0,0.0,0.0,0.0,NA	0.065
3897	"ENSG00000070882.12_2"	"OSBPL3"	chr7	-	24873705	24874355	24874104	24874355	24870386	24870524	3897	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,45,0,42,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0	0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.083
3900	"ENSG00000140199.11_2"	"SLC12A6"	chr15	-	34529590	34529751	34529619	34529751	34528908	34529016	3900	0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	56,0,0,3,22,0,0,31,43,0,0,53,27,54,1,0,0,0,5,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	61,78,1,8,0,0,0,0,0,37,0,0,0,5,0,3,0,0,17,0	178	150	1	1.0	0.0,NA,NA,0.0,0.0,NA,NA,0.395,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA	0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,0.0,NA	0.036
3904	"ENSG00000141030.12_1"	"COPS3"	chr17	-	17174071	17174322	17174209	17174322	17171198	17171291	3904	22,24,3,71,71,179,0,0,23,23,86,0,19,147,1,0,100,11,1,1,2,0,15,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	74,16,0,34,0,0,1,0,13,42,216,0,42,142,0,89,0,0,38,0	0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0	287	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	1.0,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,NA,1.0,0.949,NA,0.853,NA,NA,1.0,NA	0.018
3908	"ENSG00000128040.10_1"	"SPINK2"	chr4	-	57687623	57687908	57687773	57687908	57686701	57686745	3908	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	299	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
3910	"ENSG00000112739.16_1"	"PRPF4B"	chr6	+	4060646	4060920	4060646	4060878	4061248	4061381	3910	0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,50,0,57	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,0,13,6,0,9,0,0,0,0,0,0,0	0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	191	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,1.0	1.0,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.2
3911	"ENSG00000112739.16_1"	"PRPF4B"	chr6	+	4062790	4062994	4062790	4062867	4063307	4063353	3911	0,0,0,0,0,0,0,0,0,0,0,197,0,83,28,0,0,0,12,137,0,0,6,0	0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,11,0,0,0,0,0,0,0,2,14,0,0,0,0,0,40,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	276	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.143
3912	"ENSG00000166197.16_2"	"NOLC1"	chr10	+	103918949	103919095	103918949	103919065	103919189	103919325	3912	0,0,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,2,0,0,0	0,5,94,25,27,0,0,3,0,7,11,0,0,0,16,93,127,7,9,128,7,4,3,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	80,71,0,7,5,0,0,30,0,4,14,0,0,49,0,40,8,0,0,0	179	150	1	1.0	NA,0.0,0.0,0.0,0.03,NA,NA,0.0,NA,0.0,0.0,1.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.0	0.0,0.0,NA,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.068
3914	"ENSG00000169432.14_2"	"SCN9A"	chr2	-	167140962	167141334	167140995	167141334	167138188	167138318	3914	126,0,0,0,0,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,0	0,26,0,4,72,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,36,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	182	150	1	1.0	1.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,NA,1.0,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.294
3919	"ENSG00000127948.14_2"	"POR"	chr7	+	75601730	75602082	75601730	75601779	75608768	75608897	3919	0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0	0,0,0,12,0,15,0,28,0,0,0,0,0,0,0,0,0,0,1,106,0,54,3,0	0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0	24,9,3,0,2,0,0,0,5,0,0,0,0,17,0,8,10,0,0,0	300	150	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.647,NA	0.0,0.0,0.0,NA,0.0,NA,NA,NA,0.655,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,1.0,NA	0.022
3920	"ENSG00000127948.14_2"	"POR"	chr7	+	75609656	75610040	75609656	75609806	75610365	75610490	3920	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16	0,0,0,0,0,0,0,37,41,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0	73,1,0,0,0,0,0,0,0,0,0,0,43,13,0,1,0,0,0,0	300	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	0.033
3922	"ENSG00000110344.9_1"	"UBE4A"	chr11	+	118243221	118243402	118243221	118243381	118243800	118244003	3922	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18	0,0,5,20,119,0,367,2,0,3,80,0,0,27,27,0,0,36,20,0,0,11,4,27	0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,104,0,62,0,0,0,0,42,2,0,0,32,0,0,0,12,0,39,0	170	150	1	1.0	NA,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.0,0.0,0.37	0.0,0.033,1.0,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA	-0.088
3926	"ENSG00000174871.10_1"	"CNIH2"	chr11	+	66049729	66049824	66049729	66049798	66050203	66050251	3926	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	159,96,2,67,30,85,0,0,0,5,5,0,100,40,162,16,0,26,92,0,0,0,7,9	35,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	127,108,0,33,1,0,0,0,1,144,25,0,39,17,0,5,23,0,0,0	175	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,NA,0.0,0.0	0.191,0.0,NA,0.0,0.95,NA,NA,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	-0.104
